shape_compactness,shape_circularity,distance_circularity,radius_ratio,principal_axis_aspect_ratio,max_length_aspect_ratio,scatter_ratio,shape_elongatedness,principal_axis_rectangularity,max_length_rectangularity,scaled_variance_major_axis,scaled_variance_minor_axis,scaled_radius_of_gyration,skewness_major_axis,skewness_minor_axis,kurtosis_major_axis,kurtosis_minor_axis,hollows_ratio,vehicle_type
-0.7545837,-1.2495639,-0.88484424,-0.8094706,-0.6124912,-0.46956432,-0.9638027,0.99116874,-0.926965,-1.6255976,-1.112942,-1.0747589,-1.4987906,-0.88181233,-0.8347541,2.735895,0.7431593,0.9185942,1.0
-1.6030362,-0.4333988,-0.63663614,-1.0312322,-0.25457546,-0.439998,-0.5774915,0.54978997,-0.6099887,-0.16960208,-0.67102766,-0.5949318,0.14719601,1.1871245,-0.20756888,0.30659902,-1.3760526,-1.6140743,0.0
-0.6882151,-1.1777086,-0.10373042,-0.28347048,-0.48325709,-0.10660969,-0.5078356,0.24421012,-0.58682466,-1.4100152,-0.14116955,-0.52371585,-1.0507802,-0.35523456,-1.0603466,-1.2443835,-0.35287604,-0.47419086,2.0
0.03902025,-0.49489737,-1.0998061,-0.24720097,0.71822876,-0.033301275,-1.1513872,1.1417474,-1.0455918,-0.31019035,-0.76995754,-1.090992,-0.017549615,-0.21466634,0.18145128,0.17043425,0.5510994,0.7830776,3.0
1.4224443,1.1443717,1.4729288,0.79248244,-0.13265708,0.3648236,0.78929776,-0.8069891,0.61459285,0.8130533,0.6366548,0.64241,0.7385536,-1.0815189,2.5368938,-0.83008754,1.1948915,1.334115,2.0
-0.6216388,-0.95906174,-0.81275123,-1.4614108,-1.0550517,-0.2558269,-0.82410073,0.9234479,-0.96348214,-1.5994531,-1.1303993,-0.7885072,-0.74461436,0.18345423,-1.3981227,-0.5233418,-1.3474445,-1.352435,2.0
0.99318045,1.5501707,1.5048809,1.4602449,0.30512592,0.50980437,1.5431962,-1.4019116,1.590109,1.7811819,1.1298522,1.7612519,0.61149967,-0.6997604,-1.2260171,0.58699214,0.10613775,0.58550066,1.0
1.0406082,1.5093144,1.0883255,-0.08656947,-1.0730498,0.29598987,1.5005372,-1.2372016,1.3728094,1.837794,1.1895347,1.2833681,1.55933,-0.14720534,-1.3032465,2.159561,-0.35147163,0.42404607,1.0
-0.74079293,-0.41936177,-0.97804433,-1.0994062,-0.6083462,-0.4845033,-1.3826203,1.6362432,-1.3785722,-0.35125908,-1.3427982,-1.1933755,-0.39984927,-0.9446731,0.3649146,-0.850367,0.75138277,0.2691743,3.0
-1.0839117,-1.6355255,-1.1280379,-1.2892483,-0.54798645,-0.35775328,-1.4609935,2.0443096,-1.390994,-1.4950204,-1.7487284,-1.2368364,-1.5154322,-1.0191506,-1.1123577,1.1053064,1.1731924,0.94286925,3.0
-2.0901582,-0.8555007,-1.4470285,-1.1990439,-0.54245216,-0.7190507,-1.2133743,1.2338312,-0.9177535,-1.560641,-1.0514321,-0.97760975,-1.0471995,1.9692264,-1.2918915,0.9453963,-2.1375945,-1.47235,1.0
-0.095881,0.014237444,-0.39321783,-0.2179771,-0.5886464,-0.3051759,-0.31107575,0.07243975,-0.33458394,-0.02350658,-0.053032078,-0.37647805,0.10993616,-0.5455195,0.320469,-0.24612978,0.08652242,0.039648805,2.0
1.0948377,1.4118536,0.49977544,0.8386462,0.24986294,-0.591092,0.92287296,-1.1052979,0.9122269,0.77331096,1.3093336,1.1959627,1.3759371,0.7372267,-0.41167966,0.30110204,0.52486074,-0.5321557,0.0
1.8721844,2.0759308,1.3288777,0.42719898,-0.8251644,-0.41669774,1.9898448,-1.7113416,2.0635674,1.4762247,1.6461992,2.2483184,1.5050522,0.60900146,0.26929164,-0.106442176,-0.2721567,-1.16275,0.0
1.3966991,1.3280894,1.0698093,0.9438283,0.25582922,0.4579927,1.5190579,-1.391127,1.6494203,1.4383092,1.3587221,1.4162241,1.2197064,-0.09263611,0.794498,1.4637595,-0.09962242,0.063181065,1.0
0.32118067,0.599657,1.1611701,0.39070785,-0.24867867,-0.51936597,1.414188,-1.1360248,1.3613138,0.52629787,1.1766602,1.465023,0.9343981,0.80497235,0.3884766,1.672666,0.061202135,-0.91262025,0.0
-1.2714082,-1.3224195,-1.9936391,-1.011106,-0.25054926,-0.91221946,-1.0640565,1.1946917,-0.90813535,-1.471785,-1.2237068,-1.0828674,-1.0770121,1.525917,-0.5365878,-0.754378,-1.5309005,-1.6180135,2.0
-0.032674197,0.075531386,0.22147769,-0.29027325,0.05885326,0.33072427,-0.36577013,0.19317403,-0.20871201,0.5791964,-0.5136987,-0.50358593,-0.46780777,-0.617194,-1.0564164,-0.7245847,0.009138092,0.4931634,3.0
0.16618806,0.2786268,0.50695866,-0.34726986,0.21479909,0.35310763,-0.20797324,0.10143787,-0.14986503,0.5363127,-0.5132349,-0.31589243,-0.010312216,-0.41625905,0.27647942,1.058796,-0.03188491,0.65674,3.0
1.1207378,1.209319,0.80016613,0.51892954,-0.33967742,0.15245184,0.59324884,-0.87524503,0.5674855,0.8934261,0.6056051,0.47581556,0.8310963,-0.7697256,1.0840685,-0.50160086,0.71435094,0.50111437,1.0
0.6543336,0.23333174,-0.37189785,0.8159491,1.1595217,-0.39733782,-0.10228508,-0.33354545,-0.21213028,0.03412288,-0.18771327,-0.08913723,0.10844994,-0.48421448,1.3063934,-0.23587973,1.8949572,1.0506135,0.0
1.4164121,0.6186405,1.5108865,1.1031097,-0.053848512,0.41304943,1.2253025,-1.0994989,1.1912625,0.6093359,0.80914885,1.1139902,-0.18043599,-1.1005646,-1.3456992,0.75172055,0.64866024,1.5555037,2.0
0.5830954,0.2925683,1.6249152,0.85402584,-0.26125398,0.37064075,0.9476652,-0.8505975,1.0258831,0.5013602,0.44771993,0.8738487,-0.3055453,-1.3662591,-1.2268512,2.2886953,0.9346817,1.6425775,2.0
0.28999278,-0.20636715,-0.7468366,0.008278012,0.43858254,-0.50027305,-0.432613,-0.05237651,-0.6171087,-0.39231977,-0.45092455,-0.3337579,-0.095506206,-0.8620136,1.545087,-1.2976354,1.8604058,1.187716,0.0
-1.2610866,-0.29777944,-1.1085514,-1.2171055,-0.592075,-0.45650107,-0.548242,0.5069544,-0.59101325,-0.3163747,-0.37512457,-0.5730676,-0.11921811,1.7203678,-0.5240182,-0.46577036,-1.424945,-1.6123128,0.0
-0.95140076,0.09928794,-1.1626704,-1.2460196,-0.5925454,-0.1364634,-0.60928535,0.5426823,-0.5956686,-0.26588044,-0.63410914,-0.7919402,0.5381141,1.8062636,-1.2903949,-0.42305157,-1.5806904,-1.9314415,0.0
0.3428334,0.6505733,0.09614881,-0.97048527,-0.66222256,0.46416414,-0.2512119,0.3530753,-0.20437868,1.0066404,-0.595696,-0.37128252,0.20590918,0.40290233,0.080918476,-0.2628008,-1.0572017,-0.59229213,3.0
