shape_compactness,shape_circularity,distance_circularity,radius_ratio,principal_axis_aspect_ratio,max_length_aspect_ratio,scatter_ratio,shape_elongatedness,principal_axis_rectangularity,max_length_rectangularity,scaled_variance_major_axis,scaled_variance_minor_axis,scaled_radius_of_gyration,skewness_major_axis,skewness_minor_axis,kurtosis_major_axis,kurtosis_minor_axis,hollows_ratio,vehicle_type
-0.25748688,-0.59533936,-1.1092532,-1.4136375,-1.0927396,-0.3436371,-0.8945367,1.1166897,-1.0507089,-0.26650593,-0.9073395,-0.971597,-0.49143186,1.0400231,0.2426951,0.6013439,-0.98412937,-1.6142268,3.0
-0.50373673,-0.96670717,-0.2948258,-0.5254131,-0.049339462,-0.41038138,-0.72867674,0.56834555,-0.6111961,-1.563573,-0.6907406,-0.6655751,-1.1935028,-0.56548214,-1.2766224,-0.31137946,-0.42392215,-0.11830578,1.0
-0.1268849,-0.47423318,0.3591848,0.62347573,-0.06892162,0.35446963,0.40261704,-0.6537965,0.16358179,-0.46680522,0.6906349,0.39545143,-0.1987463,-0.4013711,-0.7385771,0.03405293,0.1255472,0.117135756,1.0
1.8632768,1.5225178,1.70631,1.6883794,0.6831712,0.4221943,1.4161628,-1.1966548,1.2513622,1.4350282,1.3067263,1.2837967,1.0629423,-0.662085,1.0325989,2.1993313,0.057781972,0.84652334,2.0
1.2422227,1.5522728,1.6274002,0.5869344,-0.7350096,0.424012,1.6251814,-1.4292724,1.7299366,1.8661628,1.090611,1.6855336,0.7101089,-0.28907883,-1.3687782,1.8603604,-0.28237545,0.6873314,1.0
0.5880297,-0.128028,0.3576518,0.15939012,0.6761089,0.29613355,-0.36566722,0.21130584,-0.15554354,0.10184535,-0.4089177,-0.42499012,-0.6679269,-0.81070566,1.6529632,-0.42524076,0.8510328,0.90851235,3.0
-0.9196743,0.32401255,-0.59596324,-0.22370157,0.81530815,-0.4860337,-0.40195143,0.2611982,-0.6426044,-0.21816894,-0.33374542,-0.48872924,0.4899237,0.32242492,0.21645041,-0.97533464,-0.048832037,-0.24099334,0.0
1.1512853,1.5579792,1.1356469,-0.2210871,-1.0126872,0.27727902,1.2879872,-1.3049786,1.3724718,1.6289605,0.91083455,1.2553298,0.8619735,0.44844607,1.2738615,1.5923195,-0.4576626,0.059137676,1.0
0.22937582,0.27892646,1.3895105,1.3552052,0.79736435,0.25807178,0.9908218,-0.95470536,0.9715765,-0.061505694,0.88801956,1.0005928,0.8619394,-0.021064825,-0.02014789,-0.6163431,-0.20646943,-0.3050383,1.0
1.3466595,0.9231542,1.4795828,0.74708825,-0.28967285,0.4343517,0.7017544,-0.6929029,0.48877144,1.060834,0.7111917,0.57286555,0.70024014,-1.1230192,2.4245253,-0.88071644,1.2391554,1.2297329,2.0
