shape_compactness,shape_circularity,distance_circularity,radius_ratio,principal_axis_aspect_ratio,max_length_aspect_ratio,scatter_ratio,shape_elongatedness,principal_axis_rectangularity,max_length_rectangularity,scaled_variance_major_axis,scaled_variance_minor_axis,scaled_radius_of_gyration,skewness_major_axis,skewness_minor_axis,kurtosis_major_axis,kurtosis_minor_axis,hollows_ratio,vehicle_type
-0.22967269,-0.7793577,0.12091886,-0.23144034,0.77684927,0.44823566,-0.7598016,0.67082506,-0.54450005,-0.7311344,-0.71110314,-0.78576267,-0.5244209,-0.5619843,1.2909505,-0.29494795,0.5244011,0.58839756,3.0
0.1873919,0.573257,-0.12802812,0.826631,1.2410483,-0.5813518,0.06507697,-0.4612459,-0.019206598,0.51102906,0.23984624,0.2925164,0.74867105,-0.1946889,0.0019805501,-1.2572325,1.2294081,0.5672148,0.0
-0.90822405,-1.4430572,-0.23501007,-0.6943314,-0.45547047,-0.40204608,-1.0293016,0.981137,-0.92318,-1.7066873,-1.1925696,-0.92973614,-0.69582367,-0.9570338,-1.3991737,1.3109133,0.23054804,-0.23642917,2.0
-0.19897391,-1.0283592,0.1322986,0.14711013,-0.3058126,-0.23625767,-0.11090037,-0.09682385,0.032665864,-1.0370916,0.100584656,-0.13503735,-0.9521964,-0.8073141,-1.2247286,1.2447822,0.48482814,0.4768745,2.0
-0.44024342,1.1518211,1.1850355,0.8850466,-0.12762786,0.04243451,0.8124646,-0.8252187,0.7186378,0.86402076,0.89488584,0.5256928,1.9466178,-0.54822534,-0.5797829,-1.3505349,0.24306458,0.427581,1.0
0.38503185,1.9707646,1.271558,1.236697,0.5076486,0.6314941,1.5207529,-1.4017336,1.6963873,2.3172443,1.1542777,1.7660738,1.1368427,-0.24256039,0.077490985,-1.2860379,-0.5463704,0.093376376,1.0
-0.11053046,0.03674661,-0.4437622,-0.24162608,-0.58798856,-0.3521202,-0.24359462,0.036858305,-0.11240814,-0.17364216,-0.07158195,-0.26987818,0.17359856,-0.619462,0.23543179,-0.39497766,0.10055499,0.027927836,2.0
-1.287727,-0.4097626,-0.9922634,-1.480137,-0.88838047,-0.512657,-0.6061241,0.5105295,-0.8501232,-0.55480134,-0.52740973,-0.7097152,0.15963954,2.2242246,-0.11312997,0.19997305,-1.4070647,-1.8487781,0.0
-0.53526646,-0.89390516,-0.35719123,-0.4277726,-0.016505279,-0.20384857,-1.1745629,0.950865,-0.9486822,-0.72114927,-0.94899523,-0.96535873,-1.5414381,-1.2570734,-0.66824555,-0.7552407,1.9510751,1.8813523,3.0
0.85504955,1.8012407,1.0456753,0.09980994,-0.97391266,0.39564866,1.493874,-1.2718751,1.4198477,1.8410263,0.8450637,1.4733099,1.5591216,0.14194041,-0.9524416,-1.0135965,-0.78799444,-0.26145217,1.0
-0.4938235,0.23704068,0.24758257,-0.15794346,0.442827,0.24666795,-0.24756926,0.2591298,-0.19677196,0.8525541,-0.40392128,-0.5118977,-0.1868423,-0.0117676705,-1.0097356,0.91846347,-0.4099985,0.1896218,3.0
2.2629201,1.4299585,1.5161843,-0.07121499,-1.3945141,0.45705906,1.4942105,-1.4919928,1.4794703,1.6645722,1.1808044,1.6994774,0.58990175,-0.3867103,1.9700922,-0.47446635,0.30074865,0.36344916,1.0
1.2164468,1.6746342,1.6746647,1.6118708,0.6810009,0.3625738,1.4560704,-1.2188066,1.0968295,1.6395683,1.5070183,1.6739187,1.6983703,-0.3308312,-0.5562162,-0.19598907,-0.31005988,0.48924863,2.0
1.8958302,1.8384295,1.3422678,2.0205667,1.3847947,0.18496922,1.6836823,-1.3326898,1.871791,1.7535716,1.2838569,1.6887238,1.137146,0.11932118,0.46784315,-1.1279196,-0.3908871,0.35099983,2.0
-0.3382625,0.19048771,-0.36297268,-1.1539111,-0.7712666,0.5039962,-0.23076996,0.37671027,-0.19040056,0.944956,-0.38544878,-0.45657986,-0.120208904,0.5527602,-1.4509245,0.35560063,-1.1397411,-0.4709814,3.0
2.063902,0.92274684,1.3368107,0.77318215,-0.13980913,0.39934257,1.2132081,-1.3671671,1.3539249,0.4716265,1.0908014,1.1965625,0.49267298,-0.632363,0.562972,-0.5003344,0.19071642,0.58945906,2.0
-1.0911648,-0.50642705,-1.1507443,-1.1716723,-0.8482223,-0.2940869,-0.8712792,1.153166,-1.0456806,-0.90466374,-1.0792212,-0.9253525,-0.18041502,0.034798052,-0.8318193,-0.95207626,-1.3703797,-1.3148831,1.0
