shape_compactness,shape_circularity,distance_circularity,radius_ratio,principal_axis_aspect_ratio,max_length_aspect_ratio,scatter_ratio,shape_elongatedness,principal_axis_rectangularity,max_length_rectangularity,scaled_variance_major_axis,scaled_variance_minor_axis,scaled_radius_of_gyration,skewness_major_axis,skewness_minor_axis,kurtosis_major_axis,kurtosis_minor_axis,hollows_ratio,vehicle_type
1.3363047,1.407167,0.65494597,1.2322209,0.5182983,0.47062084,1.4294438,-1.2196369,1.1298989,1.6788666,1.0898429,1.3629596,0.5479131,0.16940586,-0.3702235,0.8122216,-0.4599647,0.0960679,1.0
-0.6776545,-0.8518242,-0.33729297,-0.36540902,-0.048703898,-0.053639326,-0.94828236,0.84199375,-1.0614079,-0.8241984,-1.1239948,-0.9850058,-1.6669449,-1.3425508,-0.6546725,-0.79948986,1.8330662,1.9055388,3.0
0.5719285,-0.16203082,0.38930568,0.026071422,0.7134536,0.21899122,-0.21728057,0.31413582,-0.36633956,0.1197038,-0.4928848,-0.40266365,-0.5487703,-0.90175384,1.605975,-0.4050949,0.890579,0.9644443,3.0
-1.0896902,-0.50684494,-1.487284,-1.2145488,-0.3257475,-0.29858893,-0.54520124,0.5884796,-0.70952106,-0.26730615,-0.70705616,-0.58151555,-0.023000516,1.3666581,0.38046956,-0.9694179,-1.5012734,-1.8788563,0.0
-0.5405597,0.42947435,0.26773563,0.646343,0.21612065,-0.053510442,-0.028760318,-0.13793238,-0.14929844,0.397052,-0.01200216,-0.11208844,0.42904505,-1.1902952,2.1029174,-0.755846,1.0593212,0.84565973,2.0
0.8737085,0.9499932,0.05062336,0.88863724,0.60239667,-0.5585313,0.63121194,-0.94643265,0.48609585,0.5413871,0.41793326,0.7021685,0.79361045,0.32525077,-0.10576162,-1.2503773,1.2338225,0.35925192,0.0
0.36873707,-1.1634709,-0.30703664,0.40503395,-0.050243415,-0.08913385,-0.34203047,0.08774213,-0.20436166,-1.1875789,-0.18214837,-0.24491048,-1.7336874,-1.557543,-0.8758924,1.7126228,2.308949,2.1230242,1.0
-0.36854878,0.5061702,-0.084360406,-0.7201932,-0.21461263,0.42851463,-0.38469762,0.38477048,-0.070040174,0.86044943,-0.5420345,-0.48227948,0.24225628,0.4311482,-0.8612944,-1.3078643,-0.84312904,-0.29946923,3.0
1.0114341,1.892239,1.0863463,1.1043103,-0.07359896,0.48794755,1.6753823,-1.3895321,1.7551413,1.9586188,1.3307054,1.7231823,1.0166427,0.029986238,-1.3083102,-0.13568765,-0.45598066,0.22193395,1.0
-0.4261844,-1.8287852,-0.98947585,-0.90665025,-0.7763998,-0.5292952,-1.2533885,1.5316452,-1.3751857,-2.0836406,-1.4500573,-1.1383722,-1.507426,-1.0024872,-0.39954314,1.4323308,1.0725507,0.87583405,2.0
0.18870519,-0.26768464,0.18947533,1.3080733,1.4731754,-0.5337846,0.40896732,-0.8481917,0.5562118,-0.0916361,0.6002203,0.49157324,-0.6394295,-0.003608622,-0.52067846,1.1326964,1.1874646,0.24483328,0.0
-0.0257628,-0.7746857,0.06323272,0.5504536,-0.06700026,0.016103528,0.021668985,-0.23604675,-0.13599636,-0.7232271,-0.114328675,-0.15341108,-1.196471,-1.3873364,-0.8954333,-0.31628942,1.8120445,2.0525908,2.0
1.811613,0.6213363,1.5761272,0.6829807,-0.36337966,0.35797197,1.204069,-1.1890752,1.342849,0.52820516,1.3097125,1.0300517,1.1158679,-0.30981386,1.4594895,2.1314874,0.37375435,0.8759952,2.0
-0.21443671,-0.53673613,-0.96064854,-0.8773847,-0.41676766,-0.032378625,-1.0910307,1.1276721,-0.93249077,-0.3388357,-0.77763724,-0.8434348,-0.22946142,-0.42305624,-0.13791727,-0.90976167,0.38933676,0.091785274,3.0
-0.09835664,-1.4171338,-1.1880925,-1.0027584,-0.46798152,-0.118100286,-1.1264793,1.1204287,-0.93789375,-0.8175788,-0.9390564,-0.9665828,-1.782085,-0.6681105,-0.60526496,1.6338464,0.71927047,0.74078774,3.0
0.7930995,1.2436132,1.585593,1.4516598,0.47330567,0.41490293,1.1324044,-1.0912066,1.0934908,1.1527658,0.8734994,1.0656084,1.6271263,-0.720889,-1.2300487,-0.66204983,0.27282038,0.80640423,2.0
0.40148345,2.3250496,1.6696144,1.7716349,1.0818983,0.4275014,1.6367483,-1.3898491,1.691894,2.6822705,1.2301902,1.5661411,1.3584714,-0.2531939,0.83976775,1.2888231,-0.41128936,0.1764785,1.0
