shape_compactness,shape_circularity,distance_circularity,radius_ratio,principal_axis_aspect_ratio,max_length_aspect_ratio,scatter_ratio,shape_elongatedness,principal_axis_rectangularity,max_length_rectangularity,scaled_variance_major_axis,scaled_variance_minor_axis,scaled_radius_of_gyration,skewness_major_axis,skewness_minor_axis,kurtosis_major_axis,kurtosis_minor_axis,hollows_ratio,vehicle_type
-0.4486375,0.2628036,-0.1988148,-0.7913385,0.014985054,0.4758918,-0.19181693,0.33875683,-0.28777584,0.5698949,-0.7189486,-0.39632288,0.25692642,0.21696207,2.3118644,-0.617189,-0.5780973,-0.34798208,3.0
-1.5221937,-1.0071146,-1.9139231,-1.3140945,-0.5535914,-0.5425686,-1.0937654,1.2384691,-0.9440213,-1.4718916,-1.3808987,-1.0588102,-0.8049126,1.4160942,0.77845466,-0.65521055,-1.9666358,-1.5453992,1.0
-0.59683764,-0.12816077,-0.6496761,-0.7124817,-0.74022025,-0.073477775,-0.8151885,0.8656679,-0.51955837,-0.33878827,-0.99363726,-0.80789757,-0.01276158,-0.7044255,0.10816605,0.6567403,-0.15093192,0.1620798,1.0
-0.14605603,-0.09470584,-0.5077383,-0.19642611,-0.57909435,-0.4053743,-0.33163336,-0.06127857,-0.18753977,-0.09623384,-0.10356692,-0.34072036,0.22201091,-0.6372765,0.4298569,-0.23335029,0.20578036,-0.17570904,2.0
-0.8792395,0.07078384,-0.95375687,-1.2885231,-0.56437045,-0.06619047,-0.5245882,0.7382923,-0.6512324,-0.27332795,-0.5648907,-0.7407175,0.31574047,1.696544,-1.3325316,-0.66749734,-1.6717075,-1.8615112,0.0
-0.9162784,-0.2373692,-1.1189219,-1.1470668,-0.7810275,-0.59156376,-0.48560232,0.54555535,-0.53251266,0.13791491,-0.68301964,-0.6459219,0.14035283,1.4821092,-0.43670255,0.009150567,-1.7615597,-1.7111675,0.0
-1.0619596,-0.3557405,-1.3649623,-1.049602,-0.52459353,-0.22209887,-0.49435353,0.6454621,-0.54445744,-0.1805668,-0.84635866,-0.70731115,-0.22190486,1.5472399,0.36682698,-1.0424544,-1.5788231,-1.767983,0.0
0.5412661,1.1810974,0.29316965,1.1429381,0.77883697,-0.59774154,0.61396444,-1.1487539,0.5665104,0.8432096,0.8007739,0.7764532,1.4379613,0.27517298,-0.4261744,-0.6233464,0.91166085,-0.10324218,0.0
0.7895222,-1.4054544,-0.5217422,0.8380414,1.3579981,-0.5468671,-0.16589925,-0.1631283,-0.20082039,-1.4612794,0.03514865,-0.24312818,-1.5220568,-0.06605085,-0.042647682,0.6861236,1.8294562,1.1976445,0.0
-0.15893725,-0.6588929,-1.1664513,-0.68818337,-0.05972581,-0.19356912,-1.2726026,1.2332835,-1.0223632,-0.3695389,-0.7427361,-0.9686459,-0.57378924,-0.6505567,0.033094987,-0.006764816,0.8173864,0.73041517,3.0
