shape_compactness,shape_circularity,distance_circularity,radius_ratio,principal_axis_aspect_ratio,max_length_aspect_ratio,scatter_ratio,shape_elongatedness,principal_axis_rectangularity,max_length_rectangularity,scaled_variance_major_axis,scaled_variance_minor_axis,scaled_radius_of_gyration,skewness_major_axis,skewness_minor_axis,kurtosis_major_axis,kurtosis_minor_axis,hollows_ratio,vehicle_type
-0.5313688,0.88621086,0.10327837,0.7152536,0.37970865,-0.48978344,0.16001298,-0.58084923,0.13118976,0.568815,0.5974011,0.3430732,0.98046196,-0.21131615,-1.2009984,-0.721178,0.020109627,-0.15514335,1.0
-1.2701738,-1.22349,-2.0355809,-1.7063617,-0.8375351,-0.6663399,-1.3603244,1.8181523,-1.3868192,-1.3735417,-1.4021751,-1.3463666,-0.9386922,1.5467014,0.4323742,0.4598302,-1.4512382,-1.643926,3.0
1.8888851,0.9983035,1.1183586,0.9130845,-0.42268315,0.2964431,0.77628666,-0.7969843,0.4278273,0.7376062,0.66878605,0.6558187,0.7087626,-1.0043057,1.6264224,-1.0508964,1.205653,0.85848343,1.0
-0.83931583,-0.6576419,-0.43926716,-0.15081479,0.61551476,-0.30452514,-0.5580025,0.4263276,-0.62001663,-0.57545507,-0.5662752,-0.60801834,-0.62682426,-0.08924139,0.16705827,0.076100536,-0.080073036,-0.066420734,0.0
-1.1528103,-1.7098149,-1.9314369,-1.3937804,-0.5995976,-0.8170232,-1.5817927,2.2319653,-1.3605468,-1.7192292,-1.6583159,-1.4423091,-1.2750844,0.48545247,0.8243347,1.4976891,-1.0160998,-0.66329753,2.0
0.06484794,-0.32298493,0.049740307,0.8586671,0.8681853,-0.44093806,0.32124707,-0.55866915,0.08739726,-0.5629631,0.03746508,0.30116254,-0.30654296,-0.6435243,-0.07416154,-0.95219785,1.2125037,0.26774555,0.0
0.23367453,-0.3810194,0.20856677,0.1616971,0.48783985,0.12915273,-0.49728495,0.3679678,-0.5516976,-0.27115312,-0.713541,-0.530235,-0.77405053,-0.99902,0.98821455,-0.81397885,1.1318944,1.1686642,3.0
-0.4682403,-1.0786084,0.056198582,-0.44988653,-0.3024974,-0.10930266,-0.3899022,0.2191697,-0.6328474,-1.3027633,-0.3771213,-0.6196897,-1.0663346,-0.38276243,-1.0702591,-1.2848796,-0.23290157,-0.5541934,2.0
-0.33428967,-1.108516,-0.8292674,-0.1878497,0.41939867,2.96792,-0.8190956,0.7844551,-1.0303179,-0.72289234,-0.92135483,-0.8012423,-1.3778867,-0.7737747,-0.45533454,-0.022749936,0.54346544,0.9018434,3.0
1.3687934,1.9086533,0.93860304,1.779958,1.4927274,0.32592615,1.4827474,-1.473647,1.7078881,1.6206928,1.1540965,1.4907666,1.3411922,0.001355257,-0.060894962,0.35086507,-0.5104115,-0.011237059,1.0
-0.76912683,-0.7387287,-1.3002217,-0.8156577,-0.013125625,-0.27875495,-0.63290876,0.5347954,-0.47893363,-1.0487145,-0.6884269,-0.64237875,-0.13366717,1.272762,-0.81150776,-1.0253131,-1.5136231,-1.4267427,2.0
-0.46460125,-1.2854024,-0.3921497,-0.9434025,-0.8541599,-0.1394873,-1.0059675,1.3632005,-1.086529,-0.91950285,-1.1150023,-1.0014348,-1.5277056,-0.46802998,-1.3502135,-0.04929092,0.4434215,-0.55000436,3.0
-0.52830637,-0.20095906,-0.81164587,-0.42223474,0.31041119,-0.4659566,-0.6815358,0.8007866,-1.0806689,-0.30669767,-0.8823297,-0.6924981,0.022080868,-0.84275216,0.52042955,-0.20340383,0.7941539,0.45303005,0.0
-0.6287735,-0.77251565,-1.4691423,-1.161086,-0.6978647,-0.5187591,-1.4838204,1.9206932,-1.3583882,-0.81487477,-1.4244096,-1.2865556,-0.60225433,-1.0745952,0.8196836,-0.4223991,0.72279,0.34950522,3.0
-1.1170899,-0.39146084,-0.3497581,0.34044233,1.6251901,-0.22930226,-0.54752946,0.2699303,-0.60494304,-0.21853416,-0.28297785,-0.4090193,-0.18178327,0.5787077,-0.27732542,-0.044633202,-0.5807839,-0.79803586,0.0
0.87963784,0.6222734,0.19686423,0.6400947,-0.2651206,0.31130436,0.20099628,-0.31566763,0.17632513,0.28537866,0.044065896,0.25471634,0.31346133,-1.3264691,-0.29620233,1.0870649,1.3880916,1.9135153,2.0
0.79481524,0.090148546,-0.024085997,0.50864416,-0.12537667,0.010501264,-0.01746683,-0.06939685,-0.31997976,0.4268863,0.11095608,-0.08421875,0.11889865,-1.2817442,1.3564091,-0.4265734,1.5365949,1.5197126,2.0
-0.7086926,-1.0689536,-0.7211992,-1.3806672,-1.0993747,-0.11206005,-0.96367705,0.9492001,-1.0268326,-1.4263062,-1.0409665,-0.9008934,-0.9566777,0.31349564,-1.3520991,-0.43523958,-1.3140566,-1.2155032,2.0
-0.15921715,0.014192996,0.25238317,0.87875193,0.89863366,-0.29679832,0.51217294,-0.6554498,0.5555871,-0.13675894,0.43543154,0.56829053,0.29487038,-0.1287746,-1.3577657,-1.0408654,0.9142725,0.1539908,0.0
0.4325265,-1.0992618,-0.78164995,0.4453763,0.7307608,-0.5894275,-0.050874945,-0.24091277,-0.32076406,-0.84389406,-0.0661254,-0.17404191,-1.4486114,-0.20717272,-0.7518075,0.42517748,1.8013781,1.0439816,0.0
1.6644775,1.084214,1.2732685,0.5479969,-0.6272269,0.35640553,1.3527963,-1.2324044,1.3378447,0.990717,0.8585646,1.4360222,0.5906396,-0.9228976,-0.11609485,-0.7547501,0.05608441,0.28444868,1.0
1.8237144,1.7042831,1.2917376,-0.05233919,-1.2732774,-0.50893325,2.0900717,-1.7584994,2.142925,1.1388004,2.4656255,2.5114095,2.1690552,1.5572675,0.7307707,-0.16401923,-0.783894,-1.6997503,0.0
-0.32771638,-1.8247569,-1.0214945,-0.9453196,-0.8163642,-0.5058078,-1.3536357,1.5144953,-1.4021083,-2.0189536,-1.4020003,-1.3192095,-1.4676672,-0.99588513,-0.31095073,1.4523821,1.1917225,0.9840533,2.0
-1.1848749,-0.38463736,-1.4960793,-1.1632099,-0.4329085,-0.33342817,-0.6231975,0.6852189,-0.6060597,-0.27375266,-0.70643157,-0.58173364,-0.16108333,1.4408988,0.32722032,-0.9697185,-1.5693831,-1.8914747,0.0
0.9328235,1.488053,1.3669369,1.039581,0.4217683,0.33154222,0.8027923,-1.0920414,0.9739222,1.079888,1.2579749,0.6984721,2.050181,-0.170663,-0.46992615,-0.19967881,-0.37455413,0.13463956,2.0
1.0881025,1.5569457,1.2987471,1.267131,0.5785629,0.5517955,1.5358478,-1.493397,1.7216331,2.0499628,1.2606215,1.4766327,1.2322712,-0.23392887,-0.78077406,0.7676205,-0.4249952,0.6351971,2.0
-1.8801879,-0.28054085,-0.5667139,-0.810838,-0.033041146,-0.1282034,-0.41345897,0.44681698,-0.7206528,-0.29428962,-0.49408823,-0.560211,-0.03655451,0.7724165,-1.3971394,-0.5291752,-1.0838412,-1.0033494,0.0
-1.0207076,-1.1747613,0.43110958,0.17277072,-0.32397756,-0.0010089526,-0.050252035,-0.31055743,-0.21350756,-1.0681758,0.096086,0.043589253,-0.86084735,-0.7147827,0.11599391,2.3204014,0.76956457,0.7688858,1.0
0.6381368,-0.9776964,-0.6080046,0.624597,0.84810984,-0.68646634,-0.20969182,-0.4676767,-0.15873061,-1.1998147,0.07994624,-0.05713041,-1.1374476,-0.27488226,-1.1622994,-1.1027471,1.7809882,0.9610217,0.0
0.66173273,0.5398535,1.302164,0.7292972,-0.08905173,0.43510234,1.0568682,-1.3888029,0.9874202,0.21763442,1.2634217,1.100156,0.5970175,-0.1571241,-0.22795224,-0.6476051,-0.068461925,0.17376512,1.0
-1.9198954,-1.0154299,-1.1763616,-1.0304368,-0.3408334,-0.7211965,-1.1538295,1.3597507,-1.0152838,-1.2273377,-1.375761,-1.0804528,-1.052029,0.8532778,1.4709525,0.9323072,-0.9607677,-1.0986943,1.0
-0.92802525,-0.32002166,-0.84529716,-0.5601205,0.050868567,-0.29615554,-0.58567035,0.36879292,-0.5910345,-0.33801118,-0.40387183,-0.4826287,-0.39919224,0.34599543,-0.5114146,-0.34170118,-0.1250024,-0.49536332,0.0
1.3555464,0.6698765,1.4109234,1.1803088,-0.10643564,0.39527172,1.1073868,-1.1654576,1.3082114,0.5966684,0.9086184,1.0588503,-0.20598948,-1.2101121,-1.3178623,0.64321977,0.6458435,1.5890783,2.0
1.3634492,0.72840625,0.6318148,0.038888227,-0.8858159,-0.84616804,1.6722741,-1.4020044,1.6424795,0.76366705,2.0826015,1.7535388,0.9994603,1.3857075,-0.45882547,0.0008688095,-0.4193167,-1.574367,0.0
0.18083613,0.4466774,-0.6268533,0.72004116,1.0063999,-0.34638444,-0.016109705,-0.48446774,-0.26016086,0.19767646,-0.21001811,-0.045922562,0.22912994,-0.4637927,0.5308512,0.79358524,1.8667734,1.4450961,0.0
