harmonic_1_normalized_amplitude,harmonic_2_normalized_amplitude,harmonic_3_normalized_amplitude,harmonic_4_normalized_amplitude,harmonic_5_normalized_amplitude,phoneme_sound_class
0.5032413,2.074871,-1.2185577,-0.7852974,-0.33517212,0.0
-0.4085422,1.3197292,0.08833164,-1.010658,0.19768606,0.0
-0.79445475,-1.0504916,-0.38593224,0.74402195,-0.11250724,0.0
0.46162933,0.5544953,1.2922701,-1.0416865,-0.48495504,1.0
-0.6809773,-0.6176914,-0.782113,0.63161397,2.250564,1.0
-0.16482314,-0.7200446,1.0021889,0.92309976,2.4865444,1.0
-0.7668456,-0.2761062,1.309303,-1.3845273,-0.9456982,0.0
-0.82410854,-0.14257745,0.86889863,-1.1528429,-0.35977772,0.0
0.20445141,0.722447,-1.1124024,-0.3059474,-0.45953292,0.0
-0.5721873,1.0944709,0.029995779,-0.009633389,-0.5752108,0.0
-0.54854435,-0.39973915,0.7116548,0.6471765,-0.10398961,1.0
-0.814189,-1.0908799,-0.27121317,2.0868807,-1.7866118,0.0
-0.67582935,-1.4680465,-1.1801019,0.19033545,1.248299,1.0
1.2764498,0.65398663,0.65369254,-0.78281724,-0.46105066,0.0
-0.7638937,-0.56952804,1.8366101,-1.4900792,0.8774033,0.0
-0.21476004,2.1298509,-1.2738907,-0.8373216,-0.47376925,0.0
-0.7292043,-0.092307225,1.4750835,-1.4495096,0.6729451,0.0
0.00992269,1.6173145,0.38442004,0.366287,0.7891242,1.0
-0.5079247,1.5872341,-1.3852615,-1.0696076,2.2206862,0.0
3.0724294,-1.011497,-0.8733143,-0.55581915,-0.2626967,0.0
-0.45745274,-0.63495314,0.29316804,2.1873343,2.5332654,1.0
-0.96151114,-0.9209144,0.11825298,1.6836377,-0.0726402,1.0
2.4867713,-0.59087694,-1.0254608,-0.35055706,-0.07569367,0.0
-0.61176723,-0.35663655,0.7840654,1.4491688,-1.8274179,1.0
-0.6344153,-0.022361295,1.1177884,-1.2321216,-0.61387527,0.0
-0.75502664,-1.0373873,-0.045400213,1.4489568,2.9759214,1.0
0.4275664,1.5803274,-1.2751968,-0.7822899,0.21599819,0.0
-0.81615317,-1.0514538,-0.32783967,1.2577426,1.9032277,0.0
-0.57236147,2.1629348,-1.3097807,0.034003384,0.87812406,0.0
-0.1497909,1.9010252,-1.2635049,-0.7171072,0.17968364,0.0
-1.1557332,-1.8393972,-1.9568312,-2.1432462,-1.2426115,0.0
1.2636902,1.5740762,-1.2591354,-0.69555503,-0.2719181,0.0
1.4036639,1.5345682,-1.0642546,-0.6353042,-0.30276725,0.0
-0.4915527,0.56630355,0.568535,0.015060251,-0.6621075,0.0
-0.15218422,0.2770647,-1.2761273,-0.41038895,-0.33717105,0.0
-0.527639,-0.020436076,2.005925,-1.401144,-0.608151,0.0
0.6595519,0.22124755,-0.26702625,-0.82664317,-0.3692253,0.0
0.24331425,1.4257504,-1.2999867,-0.7113161,-0.41255143,0.0
-0.70459384,-0.7474256,1.4381263,-1.3804282,0.8204676,1.0
-0.7055011,-1.1316781,-0.27969143,-1.7198946,-0.12414028,0.0
-0.873377,-0.48445627,-0.2511761,0.31325486,-1.7771804,0.0
-0.65209043,1.0104426,0.04971274,0.08449138,-0.61958444,0.0
-0.91298187,-1.162818,-0.2576512,0.23837477,-0.18797973,0.0
-0.87680036,-0.49108505,-0.054790497,1.3804708,-0.124170214,1.0
-0.5124964,2.5347104,-1.7450471,0.021344466,-0.4672563,0.0
-0.80364513,-1.0951952,-0.16014235,-1.6300817,-0.089130536,0.0
0.038732067,0.7031421,0.19858925,1.2086409,-0.9729064,1.0
1.4984382,1.0832306,-1.0148419,-0.06760996,0.7636778,0.0
0.28394327,1.2150129,-1.2003009,-0.21591908,-0.30085325,0.0
-0.5220414,-0.51284575,0.25583985,-1.1234828,-0.21106903,1.0
-0.74195987,-0.059941363,0.08351898,-0.20153928,-0.02544681,0.0
-0.74836165,-0.87428606,-0.5259533,0.24643655,-0.18193944,1.0
-0.82776064,-1.1337733,0.2951632,0.32968688,-1.0687486,1.0
-0.74131197,-0.7928163,-0.4936746,0.1904696,1.5623453,1.0
-0.7602854,-0.85795075,-0.58864456,0.20462047,-0.1507405,1.0
-0.0728589,0.5996016,-1.0651768,-0.20542236,-0.6012909,0.0
-0.32395467,-0.032147456,1.9297882,0.86552364,-1.0045002,1.0
-0.6707774,-0.6118886,0.5751772,0.35926956,2.1966262,1.0
-0.34817204,1.2555169,-1.6088212,-0.8736014,-0.26655412,0.0
-0.36588186,-0.83798033,-0.23533688,1.063191,-0.08303808,1.0
0.19449854,-0.23640099,0.019531397,-0.117457956,0.3628244,0.0
-0.5712521,1.169259,0.20124976,0.020415379,-0.17835978,0.0
-0.5525018,1.3961535,-1.636272,-0.15717265,-0.61436164,0.0
-0.4646958,0.59361726,0.6791114,0.0035529914,-0.42934892,0.0
-0.8032956,-0.94254893,1.0508336,-1.7381626,-0.97066253,1.0
0.8778214,-0.80131054,-0.73470753,-0.31278816,-0.44391808,0.0
-0.85133934,-0.3078797,-0.2814184,1.2232766,-0.0671904,1.0
-0.3611155,-0.90217674,1.4425383,0.97884715,2.467016,1.0
-0.5242048,0.48869663,-1.0248975,-0.61140907,-0.2305061,0.0
-0.55124223,-0.2945206,1.5380639,-1.1632619,-0.25323144,0.0
-0.7237962,0.34138623,0.8282495,0.40337786,-0.4704507,0.0
-0.6430689,-0.79026514,0.45825082,1.8119773,1.4363116,0.0
1.4968834,-0.789581,-1.0295264,-0.4609193,-0.11766304,0.0
-0.27773342,2.2161362,-1.7492887,-0.9899961,-0.47875413,0.0
-0.7966163,-0.97847885,-0.33281142,0.5451116,-1.0378065,1.0
-0.6257589,0.053146753,0.4329875,-0.012053171,-0.90057534,0.0
-1.3371423,0.6471669,-2.012676,-1.2658639,-0.545208,0.0
-0.6954194,-0.4331995,1.1250719,1.0862912,-0.5940049,0.0
2.818182,-0.9252309,-0.86402386,-0.31211254,-0.24720788,0.0
0.64583266,0.101757266,-0.48617747,-0.11305198,-0.36934784,0.0
2.5835757,-1.011076,-1.0754824,-0.42316106,-0.31098875,0.0
-0.82382566,-0.58750856,1.2211705,0.5290739,-0.13941926,0.0
-0.2051554,1.9452881,0.027196951,-0.9616251,-0.31596965,0.0
3.1108122,-0.9071309,-0.26467496,-0.7782768,-0.013403578,0.0
-1.8639802,0.68700725,-1.2428854,-0.77337426,-0.34966144,0.0
-0.69944036,-0.8248871,-0.059728764,1.9994388,-0.9186926,0.0
-0.28156322,2.0000134,-1.2008594,-0.1588535,-0.46574363,0.0
