harmonic_1_normalized_amplitude,harmonic_2_normalized_amplitude,harmonic_3_normalized_amplitude,harmonic_4_normalized_amplitude,harmonic_5_normalized_amplitude,phoneme_sound_class
0.09712088,0.5269656,0.044575874,1.5534124,-1.0347215,1.0
-0.9191958,-0.4847206,-0.33055735,0.21705668,-1.7499808,0.0
-0.50309575,-0.5094945,0.6940097,0.74403083,-0.20300612,1.0
-0.42671537,2.209424,-1.3711864,0.16405143,1.111202,0.0
-0.41114235,0.6509322,0.6700125,0.03201554,-0.5065231,0.0
1.5920695,-0.17481124,-0.99929124,-0.44236702,-0.3983404,0.0
-0.92537236,-0.9741916,0.06825305,-1.6246965,-0.16817254,0.0
-0.34928834,-0.5881745,1.218931,1.0816003,2.43955,1.0
2.4751878,-0.95260674,-0.7552375,-0.2720673,-0.10907878,0.0
-0.81230843,-0.91217417,-0.5800356,0.36184055,-0.20412692,1.0
-0.66123664,-0.53349054,0.03138699,1.3393745,1.9399123,1.0
-0.53253573,-0.74653614,0.38047743,0.4437539,2.1464455,1.0
-0.94003904,-1.078668,-0.31070155,0.18050149,-0.20114212,0.0
-0.97441,-1.0450023,-0.54828244,0.08674682,-1.7395215,0.0
0.27293795,0.62990016,-1.2908281,-0.32297128,-0.46872076,0.0
-0.75908566,-0.03546854,0.16184321,-0.07388029,-0.115169235,0.0
0.35383442,1.2448224,-1.1649674,-0.22989209,-0.391568,0.0
-0.6864625,-1.0046958,0.36238053,2.1534185,-1.7193004,0.0
0.64024496,0.121044405,-0.20062762,-0.5485047,-0.13527878,0.0
-0.44476056,1.2053343,-1.4678609,-0.11940037,-0.45812553,0.0
-1.6447831,0.6214169,-1.2093779,-0.81901914,-0.4025028,0.0
-0.26386973,-0.5432684,0.5439462,0.5848808,-1.8464179,1.0
-0.5033596,1.5268427,0.038398754,-0.059979454,-0.4212581,0.0
-0.9444963,-1.1653556,-0.3320611,2.127038,-1.7505649,0.0
0.19602014,1.9790556,0.088568136,-0.80272543,-0.41123304,1.0
-0.21635485,-0.26066762,1.9215183,0.8573736,-0.9083048,1.0
-0.38544238,0.8869056,-1.1388432,0.0014732326,0.5709783,0.0
-0.88198006,-0.0045716567,0.2583638,0.8786455,-0.88747936,0.0
-0.1365779,0.47250867,-1.1596713,-0.16490492,-0.38251194,0.0
-0.14359511,1.9376788,0.22309999,-1.0415752,-0.33925995,0.0
-0.9576702,-1.0882845,-0.06500956,0.1227231,-0.12236956,0.0
2.6885982,-0.51184165,-1.0642163,-0.5435613,-0.09485611,0.0
