harmonic_1_normalized_amplitude,harmonic_2_normalized_amplitude,harmonic_3_normalized_amplitude,harmonic_4_normalized_amplitude,harmonic_5_normalized_amplitude,phoneme_sound_class
-0.7696118,-0.53681946,1.7354639,0.66958416,-1.14912,0.0
-0.92898613,-0.8502961,0.29312086,-0.5864579,-0.11303316,0.0
-0.46227655,1.5255585,-1.5591251,-0.11612632,0.19654319,0.0
-0.13078587,0.16094178,0.72727513,0.5304858,2.296258,1.0
-0.9558057,-0.80912787,-0.15483984,0.6945029,1.4346607,0.0
-0.6845212,0.49422765,0.7149746,0.4731444,-0.47179365,0.0
1.3149663,1.5107039,-1.2666476,-0.16978197,-0.52417696,0.0
-0.6447856,0.6534385,0.20168959,0.4325284,-0.8072942,0.0
2.7485163,-0.90987813,0.3153902,-0.73588574,-0.43753064,0.0
1.7825428,-0.07749681,-0.9404074,-0.14933497,0.5501327,0.0
-0.7309185,-0.47108275,1.7366222,-1.418942,-1.1037253,0.0
-0.68276227,-0.076569326,1.9943391,-1.4280651,-0.7167756,0.0
-0.7785704,-0.45627517,1.312845,-1.2783607,-0.5951362,0.0
-0.16752219,0.03720045,0.36120486,1.0937395,-1.0868292,1.0
-1.0594244,-1.0066717,-0.57535535,-1.1661555,3.6437993,0.0
-0.68040025,0.33593735,1.8729681,-1.4432722,-0.13917872,0.0
-0.74644315,-0.5712191,0.30205166,1.094325,-1.2927344,1.0
-0.4347423,-0.48052114,-0.0021824967,1.1104436,-0.03461855,1.0
0.06516948,1.1379104,-1.2688832,-0.71197563,-0.3880963,0.0
-0.26382667,-0.80806625,-0.28778124,2.2913108,-1.1796817,1.0
-0.36882594,-0.9076151,0.97186124,0.44003728,0.8199721,1.0
-0.81240064,-0.8892427,-0.12400447,1.081748,0.04098628,1.0
-0.63780874,-1.1476828,-0.098692656,2.2768087,-1.1952628,0.0
-0.50557524,-0.15735798,1.1510488,1.1259397,1.6641927,1.0
1.0842898,-0.4719297,-0.62848693,-0.7907618,-0.28104678,0.0
-0.41725662,1.8479552,0.46228004,-0.16166632,-0.35590953,0.0
-0.5586648,2.502713,-1.4001492,-0.17784248,0.19027437,0.0
2.6691275,-2.0054293,-0.5411547,-0.3502892,-0.14709552,0.0
-0.65303004,0.6860422,0.16503535,-0.15978007,0.1849732,0.0
-0.7321573,-0.6816219,-0.21941397,-1.409874,-0.21783255,1.0
2.4960966,-0.90923953,-0.885918,-0.24547382,-0.16285037,0.0
0.07858191,0.9304837,-1.2545003,-0.6771225,-0.3145685,0.0
