v1,v2,v3,v4,class
-0.8810053,-0.8087684,-0.9031449,-1.4785414,0.0
1.0774766,0.47541583,0.42534173,2.532615,0.0
-0.7025686,0.6536101,0.59895545,0.94909286,0.0
-0.9902648,0.01888472,0.1162297,-0.3262944,1.0
1.603721,-0.6359486,-0.5789692,-0.45951653,0.0
-0.8845666,-0.28430796,-0.24842213,0.22337481,0.0
0.53716993,-0.50666904,-0.3965605,-0.27060166,0.0
0.7382388,-0.5223234,-0.51536596,0.64993143,0.0
-0.86125135,-0.8219898,-0.62012804,-1.0779976,0.0
-0.63300675,-0.599718,-0.73464346,-1.3923168,0.0
0.552759,1.3259774,1.4592832,0.83191746,0.0
-0.77189803,0.1893534,0.25081792,2.051092,0.0
0.21084557,-0.7918655,-0.85674536,-0.95887774,0.0
-0.60536706,-0.25950003,-0.34186718,-0.45215687,0.0
0.7667052,-0.358848,-0.31894252,0.92084783,0.0
1.3265203,-0.108617336,-0.074420355,0.92509234,0.0
-0.98182446,-0.51996696,-0.47766536,-0.9617052,0.0
0.4484893,-0.4082126,-0.35887557,1.2334265,0.0
0.48069218,0.45564207,0.46720132,0.6405743,1.0
-0.9797266,3.587717,3.2392573,1.8855709,0.0
-0.15338562,-0.5716166,-0.50246197,-0.13569465,0.0
-0.9863593,-0.29643887,-0.3470388,-0.2888468,0.0
-0.6387973,0.013701995,0.0886367,0.08908311,0.0
0.12969431,-0.42074925,-0.5778172,-0.2326353,0.0
0.5416478,-0.41378424,-0.5476132,-0.45581913,0.0
1.2954131,1.3942635,1.4348351,0.94279087,0.0
-0.6236312,-0.034932885,-0.18309799,-0.3138577,0.0
1.2354417,-0.91815436,-0.8322884,-0.6712,0.0
0.2609453,1.0458043,0.9303495,-0.4605489,0.0
7.444827,-0.9361582,-0.9756948,1.5508142,0.0
0.20173486,-0.26973507,-0.35787025,0.8886487,0.0
-0.9934793,1.8157908,1.7119701,0.36509264,1.0
-0.6376107,-0.1711975,-0.02194416,-0.80711716,1.0
0.29111484,-0.06800449,-0.15283662,0.6730415,0.0
1.2721447,0.113645315,0.08864095,2.05024,0.0
-0.65296805,-0.18383145,-0.106287085,-0.021197133,0.0
-0.93746704,1.085048,0.8702432,-0.43664613,0.0
0.15569676,-0.15828726,-0.15823857,0.03757075,0.0
1.7052455,-0.9580735,-0.7100654,-0.55389446,0.0
