v1,v2,v3,v4,class
-1.0342695,-0.37902024,-0.3332786,-0.9260922,0.0
0.58989805,-0.77297425,-0.6601545,-0.2244246,0.0
0.075466745,3.4831135,3.3694518,1.1339114,0.0
0.4489504,-0.96228373,-0.92857033,-0.8341547,0.0
0.81851804,-0.47297165,-0.5243449,0.61492455,0.0
-0.6808711,2.1620955,2.08108,1.3470672,1.0
-0.28115845,0.64385146,0.66867006,1.1146213,0.0
0.4646897,-0.41966438,-0.57015955,-0.02176889,0.0
-0.16480389,-0.6837009,-0.7061787,-0.33834854,0.0
0.81516415,-0.87278014,-0.8091225,-0.8298793,0.0
-0.7329844,0.020694487,-0.014640077,-0.11685125,0.0
0.29087558,-0.51932883,-0.51844317,-0.88681704,1.0
-0.98164356,0.0051930523,-0.064486474,0.54197145,1.0
0.21769196,-0.2172493,-0.061218698,0.13469297,0.0
-0.69506705,-0.09926639,-0.074677065,0.9814876,0.0
-0.7174002,-0.15104744,-0.0583035,-0.8583196,1.0
1.5790884,0.23891506,0.30202174,2.0925348,0.0
0.77231574,0.5557928,0.38700828,-0.35758594,0.0
1.3110912,-0.8092152,-0.9050578,-0.6333892,1.0
-0.752132,1.1218336,0.89120746,1.2387205,1.0
-0.15615402,-0.60855836,-0.44874844,-0.9468679,0.0
0.47995356,0.48082158,0.42952847,0.57133925,1.0
-0.7414247,0.13129647,-0.0008224907,0.0036881196,1.0
-0.9745323,0.34753802,0.1960479,0.9752576,1.0
1.6268065,-0.8713646,-0.89744353,-0.48281956,0.0
1.3477865,-0.8552015,-0.9032387,-0.68702185,0.0
0.5887155,-0.53106123,-0.50581735,-0.40771267,0.0
-0.9909102,-0.4601541,-0.443725,-0.4933517,0.0
-0.98456067,-0.7838807,-0.7102133,-1.3984276,0.0
-0.8887931,1.6067759,1.534719,0.8476489,1.0
1.5101846,-0.46058178,-0.5024226,0.23454499,0.0
0.7222556,-0.5451137,-0.41145602,-0.017120188,0.0
-0.69573146,-0.60286725,-0.3614382,0.040000144,0.0
-0.5998262,-1.0362327,-0.80978054,-1.3686327,0.0
-0.5537051,-0.9124748,-0.8006464,-1.3715705,0.0
0.45046815,-0.8104515,-0.88071585,-0.8248389,0.0
0.8165209,-0.7575868,-0.6742556,-0.26404825,0.0
-0.6451153,-0.65639013,-0.7407934,0.45510256,0.0
0.32011008,1.2650305,1.1138486,0.8898048,0.0
-0.9748685,0.57187366,0.66420186,0.56801945,0.0
-0.9442067,-0.5954147,-0.62889946,-0.8702685,0.0
-0.851362,0.23441136,0.2253051,1.81161,0.0
-0.653646,-0.8135332,-0.938219,-1.351681,0.0
-0.8907515,7.0025573,7.012661,2.1570532,1.0
-0.89486384,-0.3492025,-0.32200602,-0.7412711,0.0
0.22990045,0.72042453,0.6696021,0.17422625,0.0
0.81630206,-0.89213437,-0.80041116,-0.8094387,0.0
1.3158767,-0.5429789,-0.54196256,-0.094313204,0.0
-0.97639644,-2.036427e-05,0.035930477,-0.3368775,0.0
0.60829115,0.25410256,0.24321103,-0.41481107,0.0
-0.6438998,-0.880243,-0.8029665,-1.3385985,0.0
-0.8562797,2.1199286,2.1786551,2.1819363,0.0
-0.9640383,0.17673384,0.29401776,-0.20069097,0.0
-0.8627542,-0.6435132,-0.750452,-0.97793114,1.0
-0.7559367,-0.020104246,0.1363853,-0.037887637,0.0
0.42450026,1.7901763,1.6883556,1.561613,0.0
0.20610048,-0.103529066,-0.07902984,0.24188758,0.0
0.21349728,0.9858118,1.1189096,0.04745569,0.0
0.11921135,-0.59766567,-0.62605214,0.015378294,1.0
-0.9751017,-0.22695482,-0.3868319,-0.73211575,0.0
-0.7543611,-0.1601585,-0.17222902,-0.40160483,0.0
-0.8763157,-0.6073878,-0.7172712,-1.3079655,1.0
-0.97543365,0.8172418,0.83855087,1.0961046,0.0
1.6428889,1.7882079,1.6046317,2.3121889,0.0
0.102809824,0.19104248,0.32069454,0.94514126,1.0
-0.6802665,0.1831285,0.111002974,0.3030642,0.0
-0.865542,0.74958307,0.6743253,1.672573,0.0
0.6729544,-0.43158838,-0.2530686,-0.257023,0.0
0.056957435,2.1930783,1.9997685,1.691204,1.0
-0.8898773,1.7148485,1.6914487,0.4857454,1.0
-0.6402707,0.893436,0.9782016,-0.2981454,0.0
1.5061326,-0.87933725,-0.9042102,-0.46590367,0.0
0.4567798,-0.80405754,-0.8150602,-0.97119915,0.0
-0.030921321,-0.46361938,-0.41676146,0.00766288,0.0
-0.035767645,-0.38070384,-0.20626965,1.1492549,0.0
-0.97105664,-0.32316297,-0.36926097,-0.93260175,1.0
0.6727624,-0.4876899,-0.43223816,-0.7464752,0.0
-0.6182407,-0.7179445,-0.9317354,-1.2564137,0.0
-0.88362175,0.1730845,0.3501296,0.48332438,1.0
-1.0012681,0.1710586,0.11508124,-0.032276597,1.0
0.22439724,-0.83601075,-0.88994753,-0.95762026,0.0
0.58936733,0.12149604,0.35294673,0.01115678,0.0
-0.6224535,-0.88347566,-0.8145215,-1.2652535,0.0
-0.6479659,1.8965786,1.979905,1.4516793,1.0
-0.39064628,0.7533923,0.52662355,2.093737,1.0
-1.0692202,3.4211807,3.4219291,1.9347078,0.0
0.20643334,-0.75884336,-0.91629285,-1.0818137,0.0
0.40487653,-0.7658189,-0.61756474,-0.9515607,0.0
-0.86971295,-0.7239956,-0.6423433,-1.0293013,0.0
-0.24666978,-0.753332,-0.60528505,-0.8171196,0.0
-0.97393364,0.82574266,0.7683344,-0.2767548,1.0
-0.8862257,-0.3984977,-0.40719354,0.60936505,0.0
1.5856185,-0.649351,-0.73533475,-0.28698736,0.0
-0.7451234,-0.14450385,-0.3006174,0.24511157,1.0
0.45228282,-0.85121834,-0.6094107,-0.823989,0.0
-0.98240554,-0.8114209,-0.88497794,-1.4101852,0.0
-0.753252,0.41082734,0.49698183,0.06938739,1.0
-0.7276179,0.59196377,0.5655966,0.36686298,0.0
-0.7461971,0.042690285,0.12467712,-0.18435428,0.0
-0.9829177,-0.8981908,-1.0352694,-1.4835591,0.0
-0.64588565,-0.13383116,-0.095696166,-0.87038535,1.0
-1.0482737,1.5954738,1.4856641,2.5979626,0.0
1.3951967,-0.8137336,-0.78919834,-0.67615736,0.0
1.564314,-0.03780733,-0.1703645,-0.004256053,0.0
0.07129872,-0.6487883,-0.43877077,-0.88814944,0.0
-0.7450165,-0.8688702,-0.79130274,-1.3848366,1.0
0.8163498,-0.907255,-0.899465,-0.74312687,0.0
0.08589504,0.15984438,-0.017821254,0.21286277,0.0
0.67569244,-0.6170155,-0.77376837,-0.8044555,0.0
-0.14041641,0.7567054,0.8577726,1.2382817,0.0
0.41672936,-0.9227044,-0.8165866,-0.923722,0.0
1.3158646,-0.5014574,-0.48330006,1.2601358,0.0
0.59002656,-0.5178961,-0.4855141,0.2545583,0.0
-0.89046526,1.1839356,1.2473259,1.985019,0.0
-0.95885825,-0.8606755,-0.92979,-1.4435184,0.0
-0.64761966,0.4466086,0.38566965,-0.34366265,1.0
-0.5878099,-0.041713893,-0.06310989,-0.54657495,1.0
1.5440251,-0.5450237,-0.51355624,-0.06626825,0.0
0.68010116,0.11117047,0.11614707,0.58534974,0.0
7.7037783,-0.82873356,-0.93929785,1.5373405,0.0
0.81803995,1.231476,1.2412987,0.6057744,0.0
-0.96785355,-0.43173164,-0.5273819,-0.5385916,0.0
0.8179952,-0.1279391,-0.07016409,0.9872271,0.0
1.3038636,-0.6335477,-0.39044258,-0.44299164,0.0
-0.87319446,-0.5431055,-0.54767025,-0.9534628,0.0
-0.7542394,-0.2102573,-0.054732524,-0.90509987,1.0
-0.114198856,0.4075239,0.49445313,0.15749386,0.0
-0.82589376,0.14657724,0.13027681,-0.5677841,1.0
