word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_semicolon,char_freq_parenthesis_left,char_freq_bracket_left,char_freq_exclamation,char_freq_dollar,char_freq_hash,capital_run_length_average,capital_run_length_longest,capital_run_length_total,is_spam
-0.3243203,-0.20186122,-0.5213239,-0.04367101,-0.53040606,-0.40467125,-0.3149494,-0.21948569,-0.24787913,-0.5283655,-0.34900564,-0.6588805,-0.23914672,-0.10076017,-0.27623346,-0.38871947,-0.20856242,-0.24902909,1.9074497,-0.10355057,-0.5259121,-0.121845335,-0.380135,-0.21951099,-0.28932467,-0.21525812,-0.16853735,-0.18731984,-0.24479368,-0.22908647,-0.22849846,-0.20058231,-0.21617495,-0.26616094,-0.12335496,-0.328119,-0.21311682,-0.06076766,-0.15223517,-0.2564205,-0.10803168,-0.16995166,-0.15511161,-0.1300698,4.725795,5.4727235,-0.07172591,-0.11717601,-0.21349154,-0.4877326,-0.047177766,1.1686937,-0.38552535,-0.21909268,-0.07991482,-0.2171235,-0.52325946,0.0
-0.37425032,-0.11896882,-0.47776422,-0.04367101,-0.44949454,-0.3194925,-0.19193608,-0.2699582,-0.38407683,-0.4776311,-0.21462235,1.1516887,-0.27300614,-0.104730405,-0.13713576,-0.25405204,-0.35906547,-0.2497534,-0.9551276,-0.08269259,0.6168373,-0.121845335,-0.2746138,-0.21951099,-0.29813945,-0.2873205,-0.19019099,-0.13570346,-0.15917674,-0.1612188,-0.2140842,-0.19269408,-0.13019086,-0.111917645,-0.27680475,-0.2907514,-0.27361754,-0.06076766,-0.3051659,-0.27697578,-0.10803168,-0.07038266,-0.1525403,-0.089626454,-0.33376443,1.694981,-0.07172591,-0.11717601,-0.11016069,0.46373466,-0.20192538,-0.05927512,-0.29188207,-0.16864316,-0.1573049,-0.23255543,-0.49371037,0.0
-0.2482561,-0.21961546,-0.5157847,-0.04367101,0.03523591,0.73057395,-0.22637379,-0.11631174,-0.2501474,-0.4740891,-0.25740352,-0.28995726,-0.33995,-0.21701552,-0.25673133,-0.2894797,-0.35015416,-0.41176486,-0.16862941,-0.21635702,0.05704913,-0.121845335,-0.3425006,-0.21951099,-0.3894355,-0.37589586,-0.24372248,-0.21527147,0.3580948,-0.18793553,-0.15044601,-0.07408728,-0.18041272,-0.16629922,-0.061822426,-0.2750905,-0.41071066,-0.06076766,-0.28284484,-0.26884866,-0.10803168,-0.23880221,-0.119784065,0.97022516,-0.34395543,-0.37735245,-0.07172591,-0.11717601,-0.15442072,0.3790784,-0.205417,-0.3470522,-0.22422987,-0.03828238,-0.18197523,-0.21933852,-0.310805,0.0
-0.4004131,-0.20067136,-0.5307832,-0.04367101,-0.4443639,-0.37350518,-0.31382847,-0.24665555,-0.39813402,8.423997,-0.37842336,-0.60966706,-0.36869273,-0.15540883,-0.1314729,-0.2639543,-0.2557481,-0.395341,-0.8553719,-0.10454756,-0.77123356,-0.121845335,-0.20060737,-0.21951099,-0.3151278,-0.37418565,-0.2608955,-0.14976573,-0.16467045,-0.17556399,-0.19813329,-0.05773203,-0.10570432,-0.21780987,-0.17568485,-0.18529049,-0.34484962,-0.06076766,-0.18875065,-0.1705863,-0.10803168,-0.22171952,-0.21747436,-0.17765346,-0.360684,-0.21712859,-0.07172591,-0.11717601,1.0652874,-0.43322107,-0.18832496,0.7326741,-0.087153904,-0.17042698,0.11954875,-0.17784649,-0.34064126,1.0
-0.42290893,-0.2627585,-0.21212128,-0.04367101,-0.5040116,-0.36083102,-0.23605163,-0.40931013,-0.368462,-0.3959187,-0.34012946,-0.7007386,-0.2727875,-0.16258137,-0.13167343,-0.24362502,-0.30198452,-0.043583367,-0.60998386,-0.166223,-0.4013935,-0.121845335,-0.37533697,-0.21951099,0.58895224,0.036470737,-0.0012979431,-0.03831386,0.06520983,0.04090605,0.06897742,0.21604015,0.65900093,0.14021946,-0.08889252,0.18324544,0.38434547,-0.06076766,0.599681,0.0955491,-0.10803168,-0.09781335,1.2148288,-0.06519227,-0.17986716,-0.08478036,-0.07172591,-0.11717601,0.07109915,0.4017486,0.21296547,-0.2880089,-0.24132799,-0.037617628,-0.11771287,-0.13469991,0.09942451,0.0
-0.29748017,-0.024714753,-0.64384955,-0.04367101,-0.55569935,-0.3425046,-0.34293875,-0.17832465,-0.3727985,-0.46609265,-0.22035162,-0.7167146,-0.33154967,-0.13033195,-0.21710487,-0.35808107,-0.2930621,-0.27085134,-0.9598001,-0.111062914,-0.60314834,-0.121845335,-0.26202634,-0.21951099,-0.28105354,-0.27563545,-0.1906937,-0.26050845,-0.1401878,-0.1710833,-0.2594415,-0.12754081,-0.2471885,-0.08107422,-0.19682497,-0.3381712,-0.36289236,-0.06076766,-0.1597792,-0.1715124,-0.10803168,-0.026005115,-0.2477294,-0.03502314,-0.25607482,-0.2807444,-0.07172591,-0.11717601,-0.0743891,-0.39655182,-0.21023281,-0.33854687,-0.35875738,-0.105090976,-0.11838595,-0.20854802,-0.49725628,0.0
-0.30836898,-0.11574719,-0.5167543,-0.04367101,-0.4355457,-0.36531767,17.301613,-0.29043898,-0.44557625,-0.4762391,-0.29565564,-0.6934966,-0.3341847,-0.11953421,-0.22299308,-0.3701731,-0.36800185,-0.27485475,-0.8468684,-0.12950574,-0.7166596,-0.121845335,-0.26699808,-0.21951099,-0.30587217,-0.21091603,-0.30387315,-0.24831404,-0.07281064,-0.2001323,-0.2241345,-0.12814021,-0.21558712,-0.10566268,-0.15658262,-0.15459363,-0.41113842,-0.06076766,-0.24892366,-0.14442047,-0.10803168,-0.16137083,-0.2793413,-0.16713966,-0.3189651,-0.24903283,-0.07172591,-0.11717601,-0.24422099,-0.528461,-0.20856807,0.108951695,-0.12861425,-0.16893616,-0.10241757,-0.14043526,-0.3475368,1.0
-0.3116909,-0.11153821,-0.56458926,-0.04367101,-0.4741515,-0.32706738,-0.36919957,-0.35651374,-0.36315325,-0.33625367,-0.25678614,-0.54250085,-0.26172388,-0.19436517,-0.20309336,-0.32924226,-0.24208339,-0.37883282,-0.9491604,-0.10846324,-0.6374537,-0.121845335,-0.32136077,-0.21951099,-0.31306207,-0.26874614,-0.1754906,-0.14910163,-0.059964806,-0.2862582,-0.12531827,-0.18017486,-0.113510974,-0.12194955,-0.16698736,-0.24201472,-0.5021085,-0.06076766,-0.2557605,-0.1883172,-0.10803168,-0.120938115,-0.21870095,-0.054446526,-0.3468189,10.202967,-0.07172591,-0.11717601,-0.23853363,-0.53286636,-0.20419757,-0.10749313,-0.33496767,-0.06732948,-0.07372524,-0.3218876,-0.64519715,0.0
-0.22060403,-0.098963454,-0.47401568,-0.04367101,-0.4904809,0.9128955,-0.23664384,-0.28474924,-0.32624322,-0.45168477,-0.2394337,-0.70446604,2.3174806,0.18288854,-0.28964302,-0.3129199,-0.24485989,-0.32719108,-0.7356391,-0.19043076,-0.6475444,-0.121845335,-0.29906014,-0.21951099,-0.24972251,-0.3201978,-0.27876654,-0.25752673,-0.15185118,-0.071383625,-0.20844987,-0.09299521,-0.14576903,-0.23629628,-0.24676862,-0.24627678,-0.13485193,-0.06076766,-0.16254674,-0.24764532,-0.10803168,-0.26876548,-0.17833978,-0.06577238,0.3018838,0.042523064,-0.07172591,-0.11717601,0.031232344,-0.32008475,-0.16902159,-0.31517398,-0.2508291,-0.064342566,-0.10522628,-0.041593943,-0.22126205,0.0
0.2871074,-0.13267456,0.9507453,-0.04367101,1.2787226,0.27107707,-0.23514628,0.5748369,-0.25096962,1.823245,0.9845797,0.55859524,-0.041183315,-0.22050087,0.15318947,0.14957663,0.028901048,-0.10334006,0.54209375,-0.21771361,1.4507966,-0.121845335,-0.42600098,-0.21951099,-0.33422184,-0.2748538,-0.28245276,-0.008722433,-0.06635993,-0.18744676,-0.22445242,-0.16913116,-0.17191872,-0.21131125,-0.1410041,-0.13447113,-0.35165447,-0.06076766,-0.13356979,0.21183488,-0.10803168,-0.20412993,-0.23322365,-0.14044577,-0.33229148,-0.1602253,-0.07172591,-0.11717601,-0.08639028,0.07638187,-0.15957159,0.39217734,1.1499671,0.31678337,0.05974424,0.30006722,1.262325,1.0
