word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_semicolon,char_freq_parenthesis_left,char_freq_bracket_left,char_freq_exclamation,char_freq_dollar,char_freq_hash,capital_run_length_average,capital_run_length_longest,capital_run_length_total,is_spam
-0.30695722,-0.102055445,8.205271,-0.030578889,-0.46197632,-0.35944778,-0.2225074,-0.2486876,-0.39393193,-0.5272568,-0.34524965,-0.5952599,-0.23187998,-0.22738545,-0.22465222,-0.36485666,-0.26030222,-0.3384746,-0.9262822,-0.15866457,-0.7099184,-0.17062396,-0.3690669,-0.22211841,-0.21921499,-0.2535971,-0.25637928,-0.23347354,-0.23612289,-0.19828117,-0.16734226,-0.08656597,-0.16015519,-0.12225583,-0.13078713,-0.1872493,-0.28391892,0.027503094,-0.16438888,-0.15017845,-0.14359072,-0.11341636,-0.22600307,-0.2097057,-0.19243342,-0.32932898,0.025919434,-0.060867395,-0.19089922,-0.40314212,-0.12922831,0.9660995,-0.2492649,-0.052391045,-0.022524087,-0.29203698,-0.5696323,0.0
-0.41450524,-0.27902547,-0.60324985,0.028892236,-0.56291324,4.615677,-0.25107569,-0.12098934,-0.3960099,-0.35725862,-0.36239314,-0.62231773,-0.32911608,-0.12882337,-0.214662,-0.24412957,-0.2250883,0.8217614,-0.2631314,-0.21387732,-0.68373525,0.016184142,-0.35322782,-0.25316203,-0.30785063,-0.2303311,-0.017657759,-0.2131612,-0.16953161,-0.21905765,-0.26134443,-0.2601635,2.155782,-0.18510033,-0.15163934,-0.23524538,-0.35097077,-0.057593044,-0.3028307,-0.20292205,-0.08492901,-0.10751882,-0.15421648,1.1385995,0.39084962,-0.2149158,-0.119515225,-0.1523875,-0.16302012,-0.19683489,-0.07168583,-0.15616952,-0.3331015,-0.042245444,-0.14658645,-0.23058721,-0.48965883,0.0
-0.39669013,-0.12722199,-0.49316144,-0.11019049,-0.5562767,-0.34187308,-0.2448523,-0.3381027,-0.31352583,-0.45601472,-0.23226804,-0.6381013,-0.32670498,-0.2387908,-0.09048472,-0.26366735,-0.29553837,-0.28283986,0.7317744,-0.23459184,-0.65691626,-0.21737997,-0.22176962,-0.17417143,0.31744403,0.75860006,0.3713343,-0.18804637,-0.14791457,-0.24079819,-0.13538255,-0.075811215,1.6256403,-0.19904125,-0.14787742,-0.2089468,-0.2750517,-0.114821166,-0.29344258,-0.21005955,-0.05202642,-0.11775619,-0.18875432,5.5255566,-0.23690805,-0.22129013,-0.0131928995,-0.2009803,-0.25879973,-0.48951647,-0.06928785,-0.15045772,-0.3396881,-0.19997959,-0.17458814,-0.19879435,-0.51044863,0.0
-0.4222761,-0.24759251,1.0868987,-0.04946866,-0.39077523,9.179705,-0.31312424,-0.3339203,-0.32572573,-0.54699296,-0.249006,0.40209714,-0.24134198,-0.19941664,-0.21642771,-0.36364448,-0.25329673,1.2447509,-0.4953611,-0.12042108,-0.59356344,-0.0128577035,-0.35939902,-0.28001928,-0.36824614,-0.32464477,0.027502624,-0.23669013,-0.117819495,-0.28665134,-0.20219466,0.009586601,-0.1257374,-0.07056013,-0.1497852,-0.20712997,1.7883431,-0.12125422,-0.15689912,-0.20770587,-0.047117386,-0.2356859,-0.12396954,-0.17525263,0.60995775,-0.19628863,-0.055712618,-0.18125565,1.1416564,0.6531204,-0.030963907,-0.36740103,-0.2159963,-0.17652312,-0.16612175,-0.2453662,-0.5491753,0.0
5.8692007,-0.22457562,-0.58094215,0.031416886,-0.45293295,-0.28682873,-0.24668251,-0.23815887,-0.24050725,-0.34279373,8.7045965,1.6987269,-0.19725917,-0.091048695,-0.10240611,-0.29142743,-0.3474337,-0.3892244,0.11897247,-0.17757298,5.900823,-0.2388051,-0.359284,-0.13931498,-0.38414463,-0.33939525,-0.14333443,-0.15641862,-0.07145203,-0.13326664,-0.09668932,-0.17769893,-0.11415651,-0.110002674,-0.09091442,-0.34569308,-0.267498,-0.018537417,-0.2840585,-0.22735791,-0.08291698,-0.22394174,-0.16585977,-0.20950367,-0.22465184,-0.18975025,-0.15490057,-0.093601525,-0.049024116,-0.5053533,-0.13613522,-0.44632092,-0.2346002,-0.16761579,0.01766234,-0.17778073,-0.33328158,0.0
-0.28833267,-0.17676313,0.08016017,0.015298131,0.09658308,2.2196054,-0.10165365,-0.1706335,-0.24833524,-0.44003978,-0.22451012,0.21119227,-0.21666321,-0.23864973,-0.2605632,-0.32945123,-0.35219127,-0.20563716,-0.55662036,-0.14652425,-0.3108798,-0.09670101,-0.32436597,-0.17772305,-0.3564603,-0.3572771,-0.18304218,-0.30753177,-0.13011399,-0.19591033,-0.13368005,-0.1435882,0.38376704,-0.024048474,-0.20197332,-0.25133365,0.52041477,-0.11285543,0.6354182,-0.16638212,-0.047108434,-0.1526323,1.4133787,-0.1269395,0.052759886,-0.17237131,-0.09548667,-0.15621457,-0.09349378,0.06949031,-0.09350636,0.06496469,-0.2809043,-0.14530927,-0.08585722,-0.2005908,-0.21165417,0.0
-0.4071561,0.8971425,2.1642015,-0.111231,-0.48803604,-0.3454085,-0.35069478,-0.27046183,-0.38114578,1.943449,-0.32323116,-0.6765381,-0.23127468,-0.33691368,-0.13813952,-0.43819454,-0.39301693,-0.42889452,4.4356937,-0.12305813,0.46849033,-0.050571963,-0.24251163,-0.19005589,-0.3294693,-0.30223173,-0.20584707,-0.2187854,-0.102987535,-0.17324363,-0.07948506,-0.2706185,-0.21603072,-0.12446758,-0.07048779,-0.40501255,-0.26936924,0.0030064331,-0.122746415,-0.11032222,-0.17359166,-0.1332094,-0.20755336,-0.085573144,0.98116463,-0.26715797,-0.13302523,-0.14082494,-0.1849347,-0.35665452,-0.0408673,-0.3049907,-0.27650654,-0.0476209,-0.056483034,-0.22488323,-0.5588398,0.0
-0.4050605,-0.22022672,0.49806786,-0.0848203,1.334477,-0.3209111,0.0661549,-0.33582655,-0.36063954,-0.29705498,-0.29601765,-0.43995523,2.6123297,-0.114624985,0.47588953,-0.27281412,0.56757545,0.2799658,0.7674713,-0.06832513,0.0985304,-0.17524944,-0.4386839,-0.107457764,-0.38511267,-0.3213321,-0.23063983,-0.24175355,-0.22702497,-0.2815225,-0.18711855,-0.13643673,-0.17914483,-0.08530421,-0.15964527,-0.13775112,-0.3685656,0.002471732,-0.2599432,-0.040463157,-0.07740155,-0.1667918,-0.2976239,-0.13852559,-0.2133398,-0.11914692,-0.11983013,-0.19415608,-0.24450216,0.10966093,-0.09545005,0.24922569,-0.35661665,-0.16278227,-0.12880802,-0.1449287,-0.38112134,1.0
-0.25313702,-0.1284242,-0.2015161,-0.03654784,-0.10329252,-0.32264417,-0.32849163,-0.05944206,1.446028,-0.40849972,-0.23997964,-0.45668998,-0.2715966,-0.034132414,-0.16191117,-0.29522592,-0.3904528,-0.30828255,-0.7843731,-0.2355806,-0.41737235,-0.08411564,-0.33460766,-0.27063823,0.2515498,0.79658943,-0.16889785,-0.16040592,-0.12828009,-0.2325178,-0.18986933,-0.14211378,0.35848218,-0.12746471,-0.18661925,-0.19595736,1.3963041,0.018615304,-0.28988323,-0.28591758,-0.1374202,-0.091775484,-0.23629807,-0.11692791,-0.3408056,-0.13223946,-0.05296055,-0.094723925,0.42675006,0.026562462,0.56556016,-0.2800484,-0.17704473,-0.097141586,-0.06291396,-0.032112554,1.7086798,0.0
-0.41343167,-0.2371089,0.66202843,-0.059783097,0.55927,-0.27183652,1.3615185,-0.31243756,-0.3656342,-0.43359065,-0.33036378,0.059888583,-0.30281374,-0.28762856,-0.15277418,0.5928966,-0.3529006,-0.257606,1.5269209,-0.098405495,-0.7165555,-0.18334995,-0.33264208,-0.08563278,-0.2706427,-0.2664165,-0.27428645,-0.10718109,-0.07360744,-0.16119634,-0.17203176,-0.20736203,-0.13233277,-0.0919992,-0.23490646,-0.14968665,-0.36522686,-0.1375362,-0.27986184,1.569548,-0.040557615,-0.24628113,-0.28640437,-0.120754525,-0.22518307,-0.1472952,-0.06829718,-0.15637475,-0.15306441,-0.44114822,-0.19551003,-0.033229176,-0.29207104,-0.07967678,-0.05973368,-0.07949523,-0.24265602,1.0
-0.29177836,-0.10784117,-0.6081843,-0.008168942,1.0462643,-0.4224161,2.0055501,-0.19316678,-0.2504406,0.49733248,1.7971193,0.54391843,-0.24016933,-0.08170068,-0.24208385,1.5823356,-0.3500264,-0.4181981,1.005979,-0.20539865,0.09802389,-0.0819879,-0.29601398,-0.09183548,-0.31360605,-0.24839613,-0.24017438,-0.18727088,-0.19273558,-0.19834378,-0.20353146,-0.25328717,-0.19869392,-0.11043017,-0.20723514,-0.29301503,-0.27809775,-0.091966875,-0.2685872,-0.25270036,-0.10529584,-0.14354505,-0.29955506,-0.30089957,-0.34282959,-0.21491718,-0.05519653,-0.07670381,-0.10161199,0.0151150515,-0.12731378,-0.042781454,-0.13526104,-0.06537261,-0.050794315,-0.043710336,-0.32566252,1.0
-0.3250727,-0.11443004,0.46153253,-0.0725076,0.29514495,-0.40548402,1.0117494,-0.31103095,-0.3612826,0.5194855,-0.3283437,-0.57892936,-0.2426278,-0.16938218,-0.20726474,-0.23430374,0.8704188,-0.3486512,2.3934808,-0.08774946,2.034787,-0.15923338,-0.26553303,-0.20004609,-0.40605235,-0.31551656,-0.31162542,-0.25678074,-0.14553465,-0.13950233,-0.10921099,-0.22476393,-0.053026386,-0.17557557,-0.21761198,-0.23243852,-0.34546626,-0.18441562,-0.13767971,-0.2945825,-0.1431986,-0.07262425,-0.17281154,-0.1902898,-0.41531578,-0.12638825,-0.115216956,-0.07732301,-0.19712746,-0.25453708,-0.05938363,0.1680328,-0.2739661,-0.0664437,-0.013179508,-0.1374668,-0.48894376,1.0
-0.2629403,-0.10687514,0.69766456,-0.04484046,0.4863125,-0.32275033,-0.29771596,-0.242557,-0.2344451,3.7087007,-0.26569265,-0.68218076,-0.36527675,-0.114967465,-0.15561302,-0.24984404,-0.37296617,-0.28789797,-0.60251075,-0.18540047,-0.64897066,-0.111762725,-0.3289606,-0.15181288,0.6464489,1.0474628,0.17956099,0.6629069,0.80710447,0.91048104,1.1906946,1.3615901,-0.20986922,1.4354322,0.67071754,0.9871475,0.99481636,-0.10162922,-0.18244201,1.3817132,-0.12397719,-0.24162325,2.6405754,-0.1735965,0.2496959,-0.11189874,0.010847851,-0.0640482,0.48232996,1.3222039,0.6873276,-0.31185916,-0.32286698,-0.1446558,-0.081605054,-0.25341806,-0.32812908,0.0
