shape_compactness,shape_circularity,distance_circularity,radius_ratio,principal_axis_aspect_ratio,max_length_aspect_ratio,scatter_ratio,shape_elongatedness,principal_axis_rectangularity,max_length_rectangularity,scaled_variance_major_axis,scaled_variance_minor_axis,scaled_radius_of_gyration,skewness_major_axis,skewness_minor_axis,kurtosis_major_axis,kurtosis_minor_axis,hollows_ratio,vehicle_type
-0.09126507,-1.1441908,-0.65120745,0.7111534,1.0770963,-0.5478039,-0.33788657,-0.025215022,-0.6153959,-0.9816956,-0.33582905,-0.21908554,-1.4463038,-0.40821218,-1.290812,0.13143316,2.000697,1.019707,0.0
0.59983367,-0.058988824,0.8046254,0.84020364,-0.079673864,-0.15147518,0.6647621,-0.8177009,0.44123468,-0.0333229,0.23552631,0.43708563,-0.763587,-0.779576,-1.3418233,-1.098904,0.8015691,0.28018278,1.0
1.7859317,1.9379463,1.3228477,0.26789528,-0.6791963,-0.30039817,2.1629348,-1.5953561,2.2414196,1.6593852,1.7903303,2.3846776,1.8388528,0.7373679,-0.00026862742,-0.14505044,-0.18749452,-1.0240839,0.0
-0.8442122,-0.5474275,-1.0627483,-0.5511352,0.22484067,0.22211088,-1.0843453,1.20514,-1.0077242,-0.33347914,-1.1162691,-1.021851,-0.49390694,-0.6350273,0.23114121,-1.1526712,0.62231505,0.75447357,3.0
0.5605133,0.19659382,1.5161462,1.126969,0.36648777,0.35016268,0.8793885,-0.8591518,0.97997653,0.32240787,0.77199775,0.8192057,-0.44054317,-1.0712173,-1.3171948,2.3415334,0.87956697,1.1344641,1.0
1.3151019,1.2881075,1.6456444,0.9813559,0.1225314,0.55966336,1.5651432,-1.2058699,1.6047431,1.4329803,1.2369454,1.4446129,0.80566144,-0.3089415,1.6495966,2.3903654,-0.021253144,1.1700504,2.0
-0.72620386,0.030138087,-0.8007736,-0.14188448,1.0696051,-0.43703455,-0.6472458,0.56378716,-0.64467055,-0.5976061,-0.7597744,-0.56338936,-0.03233705,-0.1910895,-0.44699058,-1.0094292,-0.1347068,-0.45557058,0.0
-1.8707877,-0.97616386,-0.30740237,-0.6775402,-0.31373474,-0.5765005,-0.6150317,0.64400846,-0.7790309,-1.208916,-0.7360434,-0.73841155,-1.1620095,1.0763445,2.1263175,0.8831625,-1.2506601,-1.2701958,1.0
1.856059,1.7525324,1.3719248,1.996621,1.2738247,0.34533495,1.663867,-1.5010358,1.759784,1.7039068,1.3973233,1.5279355,1.2591213,-0.10341124,0.3791848,-1.1639607,-0.40058303,0.24253611,2.0
0.29876214,-0.86975896,-0.9296104,-1.5333214,-1.2746646,-0.23080122,-0.9331543,1.2118502,-1.0311998,-0.46407777,-0.8279682,-0.8897613,-1.0771395,1.0529238,0.8999333,0.21461672,-0.97055,-1.628376,3.0
1.6894668,1.6370333,1.0050216,0.7694092,-0.16438127,0.66545546,1.5277214,-1.3216697,1.7596637,1.7878326,1.1659936,1.5918508,1.1301847,0.07682639,0.8009467,0.14741097,-0.39874572,-0.03604193,1.0
1.9115838,1.4883876,1.7867804,1.6164758,0.7565679,0.46193424,1.3509448,-1.1436741,1.3074431,1.5091178,1.1432573,1.4224504,1.1464566,-0.51897234,0.8525475,2.186628,-0.032080393,0.9649436,2.0
-0.43321875,-1.5370483,-0.76880753,-1.0134933,-0.37882298,-0.38728902,-1.2896847,1.441909,-1.4567089,-1.368215,-1.4429612,-1.1047505,-1.9154456,-1.1008711,-0.47534555,0.7849713,1.6412556,1.6559974,3.0
1.0765207,0.7426117,1.5300436,0.28156403,-0.98396266,0.5388281,1.1206067,-1.0838975,1.2148594,0.7957325,0.65265214,1.3231308,0.24670373,-0.9647981,-1.2842554,-0.020351509,0.4914439,0.6087264,1.0
-1.1448371,0.40582472,-0.46123865,-1.364213,-1.1869674,0.105781876,-0.31688598,0.27472058,-0.18142442,1.0634221,-0.68021566,-0.58484,-0.016435891,0.5716945,-1.2097057,-0.5274584,-1.1981043,-0.54005504,3.0
0.26938948,-1.2093006,-0.71407753,-0.72559184,-0.17435607,0.085308455,-0.87284636,0.991563,-1.0152146,-1.0377237,-0.9571548,-0.94235957,-1.251479,-0.45668396,-0.9647445,-0.46726507,0.4805321,-0.06618749,3.0
0.8366046,1.0072546,0.5100384,0.4340226,0.08298844,-0.7783781,1.0128045,-1.0735234,0.94153666,0.8158526,1.0317321,0.8778864,1.1945696,0.7132461,0.26645046,1.5256515,0.36733156,-0.6674798,0.0
-1.0984643,-1.7358413,-2.780681,-1.6155561,-0.58387065,-1.2342628,-1.5887629,2.502245,-1.3187639,-2.1147954,-2.0048897,-1.3541856,-1.3177636,1.7022023,1.3784486,1.0578811,-1.2505141,-1.6222306,2.0
0.6926878,1.8412777,1.0206074,0.16209623,-0.9952222,0.36790618,1.2658422,-1.4435657,1.3260438,1.7482011,0.98414207,1.3922052,1.4107323,0.09742586,-0.7382417,-1.30435,-0.718137,-0.43011552,1.0
1.7981915,0.34795487,0.86655235,1.0592798,0.095520675,0.1758907,0.75761473,-1.0348866,0.91240823,0.21615784,0.9725806,0.7031989,0.297827,-0.28814873,-0.66368216,-0.03276462,0.22868407,0.36952725,2.0
1.933789,1.3624171,1.2280452,0.9731492,0.24096951,0.46441895,1.4423141,-1.3296132,1.3328902,1.4915415,1.1730428,1.2516588,1.5489181,-0.11676428,2.4412897,0.3509828,-0.16617057,0.30667517,2.0
-1.1611041,-0.49154824,-1.0588806,-1.4697338,-0.88885057,-0.5025119,-0.57298154,0.6996532,-0.61774963,-0.4179167,-0.4823302,-0.6079009,0.030533347,2.0474021,-0.2148543,0.111399636,-1.4904296,-1.9727795,0.0
-0.37294865,-0.37644026,-0.9328429,-0.7823904,-0.47056437,0.07672023,-1.0777181,1.2735482,-1.0013211,-0.34822515,-0.77602905,-0.9923362,-0.38002974,-0.3488992,-0.11934874,-0.7984395,0.4013523,0.14851679,3.0
