shape_compactness,shape_circularity,distance_circularity,radius_ratio,principal_axis_aspect_ratio,max_length_aspect_ratio,scatter_ratio,shape_elongatedness,principal_axis_rectangularity,max_length_rectangularity,scaled_variance_major_axis,scaled_variance_minor_axis,scaled_radius_of_gyration,skewness_major_axis,skewness_minor_axis,kurtosis_major_axis,kurtosis_minor_axis,hollows_ratio,vehicle_type
1.8488842,0.66806406,1.6734022,0.5855357,-0.25988156,0.20957358,1.2394073,-1.0996697,1.2602539,0.5654813,1.0947244,1.1251931,1.1865089,-0.31685314,1.308797,1.99467,0.42965686,0.8044699,2.0
0.20923175,-1.3856523,-0.5513875,0.58048165,1.2810953,-0.57141227,-0.41923732,-0.034071125,-0.5436619,-1.5501662,-0.10937031,-0.41822225,-1.4943222,-0.26174983,-0.7987258,0.6473544,1.6150621,1.2587957,0.0
-0.7553334,-1.1327764,0.20939003,0.19110593,-0.0954326,-0.047826026,-0.155404,-0.17097436,-0.32558447,-1.3017651,-0.052191075,-0.24742973,-1.3105768,-1.3647776,-1.0567461,1.4399943,1.504411,1.2390058,1.0
0.5130925,-1.1111851,-0.8192079,-1.2876714,-1.2549936,-0.10380282,-1.2320238,1.494928,-0.9140455,-0.56117725,-0.9176272,-1.0709896,-1.3002874,0.049813695,-1.336592,0.17341603,-0.51940596,-1.4863594,3.0
-1.4468213,-1.404134,-1.1178216,-1.3381757,-0.865246,-0.32630894,-1.1213754,1.3651043,-0.9459659,-1.5057538,-1.1774633,-1.0678908,-0.84765804,-0.10536322,2.20396,-0.57647175,-0.8579041,-1.2675953,2.0
-0.5106588,-1.3888248,-0.8027491,-0.7855744,-0.6198988,-0.28285277,-1.0044236,1.2260817,-1.0187256,-1.5068455,-1.0876027,-0.9557711,-1.4379654,-0.9839341,-0.784822,2.5980103,0.62807393,1.018991,1.0
-0.61326534,0.49199855,0.1389032,0.60774034,0.22144693,-0.11371569,0.032918286,-0.23533535,-0.23681222,0.34359506,-0.009793359,-0.08138595,0.52176726,-1.1470628,2.0612698,-0.787391,1.0729471,0.6872217,2.0
0.7453352,0.2943774,-0.75473106,0.51379025,0.90518147,-0.33129287,-0.28712863,-0.22898163,-0.19268292,0.31191033,-0.3064448,-0.21576045,-0.0069596814,-0.674063,0.6153068,-0.73887295,1.7983137,1.3180307,0.0
-0.42905638,-0.41020826,-1.1482602,-1.3327963,-0.7500839,-0.31220412,-0.36782768,0.6283105,-0.59192246,-0.3216912,-0.36725923,-0.6822652,-0.09752095,1.1341611,-1.4101361,0.1784899,-1.4595617,-1.5541244,0.0
0.5756976,0.26100788,-0.35021958,0.8456287,1.1473187,-0.37878236,-0.07441774,-0.21012568,-0.26961967,0.07231275,-0.2461345,-0.014260158,0.083753526,-0.40889,1.4322122,-0.33127883,1.8942432,0.9941276,0.0
-0.31388828,0.05438653,-0.40134278,-0.4314654,-0.5954964,-0.62172735,-0.5728123,0.38799223,-0.6245781,-0.13243294,-0.59337944,-0.5667847,0.12658869,-0.88626224,2.1679604,-1.1464933,0.6681944,0.29031298,1.0
-0.8820801,-0.15584697,-0.65844446,-0.7813572,0.18868256,-0.50719607,-0.51795876,0.549568,-0.571745,-0.12245015,-0.62180007,-0.7498102,0.31536105,1.1958379,0.7261094,-1.300459,-1.3167136,-1.8396018,0.0
0.8362591,1.5372759,1.570568,0.486469,-0.60367507,-0.39074254,2.090273,-1.6881977,1.9928061,1.13051,2.054017,2.236539,2.3612292,1.1425506,-0.111086786,0.2182824,-0.57251555,-1.5459094,0.0
-1.1606244,-0.29831898,-1.1668258,-1.2430545,-0.55941,-0.5238758,-0.58288294,0.4681587,-0.731268,-0.32269108,-0.3974615,-0.5861096,-0.21634738,1.7417339,-0.4268639,-0.33011827,-1.4064986,-1.7716385,0.0
-0.6063212,-1.221473,0.0025281657,-0.3725338,-0.41763902,-0.11672104,-0.4576681,0.2938227,-0.59317714,-1.2921171,-0.29299814,-0.54224193,-1.0847602,-0.3682283,-1.0398524,-1.3085977,-0.32176784,-0.5493669,2.0
-1.6384753,-0.43953076,-1.2514,-1.3140075,-0.8354747,-0.121794105,-0.5477922,0.6069609,-0.5491131,-0.12734872,-0.6984374,-0.719893,-0.14141092,1.6787261,0.1828458,-0.59919906,-1.6857282,-1.8897843,0.0
1.6260058,1.5857226,1.2387849,-0.12518916,-1.5539414,-0.27519044,2.5825658,-1.8700924,2.8997812,1.6978374,2.5677626,2.5822291,2.0388994,1.3875877,-0.27515683,2.0045214,-1.5580044,-1.3119081,0.0
1.7016684,1.2439764,1.3106163,0.5169959,-0.6378432,0.4295725,1.3154625,-1.3074832,1.3712298,0.94925773,0.9314056,1.316661,0.3503719,-0.8998971,-0.07260034,-0.8306935,-0.00095367385,0.37201643,1.0
1.0599918,1.6246829,1.081631,0.92197734,-0.025744786,-0.44503087,1.6050845,-1.5449141,1.725222,1.1164453,1.8918446,1.8565054,1.597769,0.79867494,0.57955575,0.14765102,-0.15682323,-1.1521782,0.0
-1.1152577,-0.00033990352,-0.9885547,-0.5137037,0.44722125,-0.45034558,-0.75621766,0.59255105,-0.6394017,-0.23205751,-0.5999045,-0.7219368,0.10955598,-0.053488445,-0.767086,-1.0598958,-0.7578705,-1.081174,0.0
-0.003346053,-0.30270803,-0.3664775,-0.5792586,-0.6144959,-0.22453201,-0.7266573,0.367523,-0.6665638,-0.30644938,-0.5023657,-0.568073,0.043477867,-0.5761583,1.7291181,-1.4530313,-0.035601985,-0.2548648,2.0
0.177373,-0.9717014,-1.1030183,-1.2934166,-1.1642644,-0.21770044,-1.0041972,1.4075146,-1.1129957,-0.5919207,-1.0502987,-1.075622,-1.0494944,0.81806874,1.0615178,-0.46981406,-0.6747154,-1.7918949,3.0
1.6824279,1.606689,1.6455226,1.7775257,0.7251465,0.6614316,1.5189457,-1.32204,1.673386,1.4771056,1.0924671,1.4639981,1.5486358,-0.7386243,1.4383987,1.4799571,0.25309277,1.1090795,2.0
0.38086006,0.07671936,0.43021122,0.21110782,0.67154455,0.23798259,-0.38889727,0.36054495,-0.6581346,0.10277867,-0.45626372,-0.47147137,0.25268382,-0.42024827,1.5889971,0.2536702,0.834655,0.90012175,3.0
0.71801174,1.5868851,1.2430702,1.4510432,0.8051214,0.26929292,1.7510654,-1.3796148,1.7121328,2.1718664,1.2968866,1.574211,1.0733103,0.25690573,1.0821688,0.8224471,-0.341227,0.111152105,1.0
0.25080577,-0.92326856,-1.1347203,-1.6712266,-1.7806975,-0.2869387,-1.0518514,1.3331577,-1.0159411,-0.59032214,-0.9578244,-0.998236,-1.0515234,1.0590725,0.1838957,0.90183914,-0.8982332,-1.5262077,3.0
0.8741196,0.91744554,1.683127,1.6817617,0.51636,-0.013617774,1.3966361,-1.322253,1.340842,1.0100518,1.5766047,1.4861826,0.990663,-0.09168475,-0.06338785,0.6422793,0.012672299,0.46732864,1.0
-0.68796855,-0.46707466,-1.0362706,-0.97551775,-0.6810027,-0.62153035,-1.4584385,1.547964,-1.3697593,-0.33075935,-1.3609995,-1.216281,-0.3559014,-0.935721,0.31576878,-0.9159352,0.6013029,0.22037919,3.0
1.5977831,1.4402584,1.5447782,-0.18835478,-1.6697406,-0.5901888,2.349022,-1.7461747,2.5879076,1.1972152,2.613631,2.4777942,2.1349854,1.424395,1.1350234,-1.2344704,-1.2226433,-1.8775691,0.0
-0.541085,0.09928945,0.2341084,-0.09242637,0.39994186,0.34618923,-0.28650075,0.3605703,-0.34034246,0.765894,-0.5550081,-0.35083267,0.047530532,-0.02827855,-1.055609,0.7761984,-0.51723236,0.16593881,3.0
0.53282297,-0.07803067,0.35817623,0.12477815,0.6653035,0.30220473,-0.3820542,0.24059726,-0.30238762,0.12584983,-0.5408039,-0.32595906,-0.6739693,-0.8383646,1.53384,-0.34589595,0.923736,0.86211294,3.0
0.31662706,0.58539534,0.08316076,0.17045587,-0.29286578,-0.18529856,0.04116098,-0.28173718,0.2284633,0.27788556,0.22860967,-0.0023015526,0.557348,-0.7240796,1.7492378,-1.4134493,1.0458971,0.76123065,1.0
0.93997645,0.9472452,2.0240033,0.9084481,-0.34222478,0.47854343,1.3652849,-1.1227611,1.2188022,1.0780972,1.0006539,1.3200041,0.61099833,-0.8938659,-1.2855052,2.7229927,0.24750794,1.3924501,2.0
0.76833755,0.77843463,-0.11821574,0.8623931,0.6251812,-0.6002609,0.6213425,-0.9698326,0.5414936,0.77031004,0.5600446,0.4592086,0.71045136,0.13422593,-0.098101914,-1.2138003,1.3422655,0.33908585,0.0
-0.40719187,-0.32324573,-1.0360839,-0.77280337,-0.4683558,-0.026348345,-1.026272,1.1134927,-1.0110279,-0.49137393,-0.8124054,-0.9662635,-0.43934622,-0.5727648,-0.07761983,-0.7270191,0.40206245,0.04388999,3.0
1.3107064,1.9083735,0.84248716,1.8998498,1.3682127,0.427918,1.5105563,-1.395233,1.7123911,1.6971725,1.0851822,1.5233035,1.2261088,0.036060322,-0.061952997,0.43909037,-0.4364032,-0.12403291,1.0
