shape_compactness,shape_circularity,distance_circularity,radius_ratio,principal_axis_aspect_ratio,max_length_aspect_ratio,scatter_ratio,shape_elongatedness,principal_axis_rectangularity,max_length_rectangularity,scaled_variance_major_axis,scaled_variance_minor_axis,scaled_radius_of_gyration,skewness_major_axis,skewness_minor_axis,kurtosis_major_axis,kurtosis_minor_axis,hollows_ratio,vehicle_type
0.37207958,0.25993872,0.33562955,0.4629401,-0.2156576,-0.33104053,0.79177004,-1.0458586,0.9105756,-0.0076438314,0.7201927,0.9253579,0.9603999,0.1545923,0.36240143,-1.3209987,0.5697173,-0.62790257,0.0
1.3280897,0.71974736,1.3993176,1.2261726,-0.17473258,0.40915662,1.0808561,-1.1050721,1.3361596,0.6349831,0.98653877,1.1022139,-0.25615254,-1.2580388,-1.1791562,0.6609616,0.6006174,1.6250496,2.0
-0.52214795,-0.4738284,-1.3080306,-0.8814676,-0.2609739,-0.24455956,-1.2067586,1.1161072,-1.014731,-0.39507872,-1.0847142,-1.0265486,-0.38060063,-0.89405423,1.836134,-0.93642235,1.4657209,1.147124,3.0
-0.05000578,-0.7711385,-0.6301607,-0.89392525,-0.49079022,-0.5212016,-1.0007628,1.0977616,-0.94761175,-0.69732034,-0.6484353,-0.86659855,-1.080562,0.1163104,-1.2125558,-1.3921878,-0.28639677,-0.98585474,3.0
1.1003053,-0.57734174,0.061453093,0.6617108,0.19580889,-0.013383732,0.28766418,-0.35416704,0.10261599,-0.5051125,0.3868218,0.048438143,-1.192077,-1.0546443,0.14512093,2.0233657,1.3148242,1.4535093,1.0
0.06525624,-0.9742901,-1.1446557,-0.6610685,-0.48120996,-0.24638844,-1.2056743,1.4382539,-0.9923674,-0.9579042,-1.2753223,-1.1183754,-0.5174438,-1.3839098,0.6600871,-0.6458312,1.3824553,1.1391541,2.0
-0.9445673,0.22717346,-0.4410047,-0.10746317,0.76474434,-0.5315857,-0.4665313,0.37264478,-0.5075644,-0.14289129,-0.4547174,-0.37961993,0.61530465,0.23901057,0.19748706,-1.0322944,-0.0410347,-0.30672055,0.0
1.0827466,1.2583019,1.1717411,2.1004453,1.132458,-0.824053,2.0193264,-1.6805985,2.0089228,1.186039,2.415585,2.3302753,2.14628,1.7972656,0.07481119,1.0005993,-0.76598066,-1.5826097,0.0
-1.4719869,0.07147439,-0.77315277,-1.1493188,-0.68100506,-0.18265541,-0.58991295,0.35070232,-0.6221535,0.12774687,-0.5554873,-0.48979837,0.5249581,1.11583,-0.74770755,0.09718312,-1.411355,-1.3071404,0.0
0.30195734,0.084407285,-0.35558447,-0.15341145,0.44133395,0.3797543,-0.1829856,0.06601435,-0.095228225,0.5693003,-0.5419331,-0.41234648,0.020606099,0.2825289,0.32858834,-0.87568605,-0.7841984,-0.19932269,3.0
-0.87330765,-1.2602379,-0.6903901,-0.59238255,0.12998718,-0.11011701,-0.9571787,0.9112205,-0.98103285,-1.012666,-0.8913462,-0.86955976,-1.604061,-0.27132758,-0.9959943,-0.6325728,-0.052462187,0.0018452051,3.0
1.8187033,1.983711,1.4955388,0.21706906,-1.2626911,-0.5759369,2.7062457,-1.7719572,2.8072526,1.5146699,3.1010938,2.9500163,2.5913293,1.8615054,1.0667415,-1.1636388,-1.1684803,-1.9958718,0.0
-0.8776233,0.15811022,-0.04751634,-0.06314057,-0.37214708,-0.2475605,-0.2884436,0.106799565,-0.65618396,-0.3019897,-0.34077013,-0.5166114,-0.12140209,-0.3732063,-0.877394,-1.1584457,0.124009274,0.053509757,1.0
0.3363335,-0.0168285,-0.19295792,-0.23235096,0.13779278,0.0059627597,-0.5909941,0.7438648,-0.59903264,0.020479172,-0.78110635,-0.7288291,-0.3643839,-1.0942596,-0.16982055,-0.26252633,1.6620302,1.6461953,3.0
0.6273208,0.34120914,1.7461255,0.86922187,-0.27115658,0.39473248,1.014601,-0.8768545,0.94045633,0.4953014,0.5444725,0.7844701,-0.34311602,-1.623032,-1.0336733,2.3198872,0.7970575,1.7545474,2.0
0.6045463,0.49104688,1.1959934,1.0833539,0.29666942,-0.09103068,0.82032317,-0.9922365,0.9857504,0.36635822,0.8293459,0.7793869,-0.08116916,-0.5355864,-0.8653461,-0.8685712,-0.015602599,0.25415856,2.0
-1.7142961,-1.1192199,-1.6303612,-1.4769529,-0.8823417,-0.78033996,-0.8213051,0.90751106,-0.653363,-1.3992952,-1.1381526,-0.93221474,-0.8590677,1.2546422,-0.4423836,-1.2488195,-1.4205148,-1.6664509,2.0
0.2023191,1.006271,0.88012534,0.862878,0.08488357,-0.031455763,0.6149672,-0.825316,0.51111907,0.9543295,0.5507619,0.60712284,1.9363714,-0.5920343,1.3966388,-1.3194873,0.3651305,0.3020478,1.0
-1.000642,-0.328319,-0.2873035,0.33784705,1.5482081,-0.19871402,-0.41155517,0.35659227,-0.5552417,-0.3182057,-0.32780758,-0.486272,-0.13288243,0.57602006,-0.24403417,-0.0026320033,-0.613287,-0.77982754,0.0
0.27121174,1.9825909,1.4625074,1.6674511,1.5136161,0.26251367,1.3774862,-1.2626697,1.3810277,1.7764151,1.2162122,1.2141827,1.531485,0.104713246,-1.2339694,-0.97353137,-0.58057666,-0.20640932,1.0
-1.1448146,-1.0795375,-1.2866871,-1.0636091,-0.9476473,-0.415313,-1.3159062,1.8144972,-1.4517769,-1.3618854,-1.6510651,-1.2371849,-0.91296923,-1.2057936,2.9571874,-0.4921287,1.0102893,0.7877379,1.0
-0.9518669,-1.1733979,-0.5156372,-1.1786538,-1.0070621,-0.02826515,-1.0173151,1.307419,-1.0416815,-1.0906655,-1.4585277,-1.0694568,-1.4932604,-1.1319724,-1.0401788,1.2893493,-0.27960902,0.5287475,1.0
0.5930259,0.9029074,0.5781883,0.5778396,0.2428582,0.04586913,0.2967477,-0.45417514,0.22758183,0.41712353,0.2792676,0.11242937,0.62220645,-1.1000464,0.8409231,-1.3427966,0.62935746,0.79060876,2.0
-0.6082627,-0.6149594,-0.16858637,-0.7085272,-0.0012490744,-0.13052566,-0.7341456,0.6286463,-0.5275113,-0.33498773,-0.53087336,-0.6176365,-0.3555015,-0.2041525,-0.513335,0.2456899,-0.18961418,0.30140507,3.0
-0.056337435,-1.6487397,-1.4516778,-1.0496155,-0.45024875,-0.5188816,-1.387297,1.7645619,-1.3650751,-1.1216516,-1.5965525,-1.2214779,-1.7613317,-1.018381,-0.21571508,0.468648,1.3262554,1.089738,3.0
2.152392,1.3938885,1.379503,0.029441196,-1.4019511,0.44906187,1.6345714,-1.3475899,1.7342353,1.7537605,1.2632955,1.5680583,0.8924572,-0.5316293,1.8659425,-0.7949906,0.13787706,0.38766864,1.0
-1.7568718,-1.2293918,-1.5441746,-1.5143872,-0.800535,-0.4502657,-1.2272692,1.7049009,-1.0788856,-1.6244699,-1.5902593,-1.267028,-1.3858078,1.0147402,0.34625486,-0.7952501,-1.9172506,-1.5261134,1.0
-0.24416593,-0.74700147,-1.3457012,-1.4744312,-1.590881,-0.4157014,-1.0732697,1.3653458,-0.95596707,-0.1712799,-0.90970683,-1.0628173,-0.56022656,0.86234343,0.32216096,-0.71335816,-0.635699,-1.6476052,3.0
-0.06484845,0.05791478,-0.37160873,-0.18936455,-0.589631,-0.35380173,-0.31198776,-0.055194024,-0.30085942,-0.104573585,-0.12223251,-0.34251958,0.030491991,-0.43232542,0.3440824,-0.23484702,0.22579934,-0.04654212,2.0
0.36491945,-0.4295999,1.2558228,0.5072744,-0.32544902,0.19531925,0.50682306,-0.5819364,0.5707273,-0.72460353,0.6227063,0.43072587,-0.3309064,-0.715074,0.14459406,3.2263882,0.9205537,1.3501947,2.0
1.223924,1.1640631,1.8713688,0.18232742,-1.1869104,0.20681645,1.4760399,-1.4275893,1.627841,1.2163901,1.4490374,1.6006677,1.2840744,0.30631465,0.70632696,1.8184898,-0.06814966,0.2791814,1.0
-1.4946415,0.39370313,-0.90364605,-0.6459261,0.20285554,-0.6773315,-0.52210087,0.4498549,-0.5685456,-0.04419121,-0.5435354,-0.56000525,0.60764664,0.37363726,-0.32924625,-1.3937407,-1.0791135,-0.9181963,0.0
-2.137305,-1.1435918,-0.45730558,-0.7703151,-0.38879588,-0.6009643,-0.6640175,0.785032,-0.65206933,-1.053549,-0.6917161,-0.61613834,-1.1767305,1.0558779,1.9693935,0.88728213,-1.2079788,-1.2172352,1.0
-1.1110339,-0.44836095,-0.333423,-0.42004564,0.29991865,-0.1490802,-0.5674064,0.36443514,-0.5139546,-0.2872235,-0.30526567,-0.5120741,-0.5798559,0.28966594,-1.3498967,0.9496969,-0.33741263,-0.33676738,0.0
-1.327113,-1.2722352,-1.9034675,-1.0514061,-0.1906583,-0.89458174,-1.045359,1.1070102,-0.99808216,-1.478841,-1.1284306,-0.84095925,-1.0329319,1.6013832,-0.5418224,-0.65251076,-1.4007666,-1.6999793,2.0
-0.19464251,-1.5217266,-0.7723859,0.16847503,-0.10301698,-0.31869906,-0.5150244,0.4539567,-0.65737885,-1.7269306,-0.5819531,-0.59888124,-1.5274752,-1.2920527,-0.224893,2.0252986,2.440784,1.9802324,1.0
1.3288234,1.5206761,1.698682,1.7893353,0.66452104,0.5039559,1.4581615,-1.5205746,1.2779834,1.8901995,1.23259,1.5409261,1.6065512,-0.7310194,0.26891497,1.0595309,0.42243388,0.8303079,1.0
-0.6360733,0.08478062,-0.38034377,0.5027556,0.22901608,-0.037233677,-0.31960747,-0.06523665,-0.29986292,0.17610002,0.05506091,-0.21492842,-0.06352771,-0.8316764,-0.48023865,-1.0786597,0.93587923,0.62642175,2.0
0.31099555,0.46240127,-0.119392164,0.40596554,0.2653543,-0.026987426,-0.037509046,-0.07766183,-0.25844863,0.10290639,0.20581342,-0.025108742,0.11207904,-0.42557198,1.0937344,-1.1352682,0.46072352,0.23295416,1.0
0.46362957,0.24751951,-0.28562555,0.8601207,1.1006176,-0.24777283,-0.008385704,-0.2232374,-0.18265504,0.084349796,-0.2333065,-0.09238709,0.15160832,-0.46958145,1.5120287,-0.28714138,1.8100145,1.0280838,0.0
-0.58857495,-1.0171539,-0.3276389,-0.45851213,0.0527171,-0.2246202,-0.9651434,0.8013605,-0.939782,-0.7055954,-1.1421144,-0.9572708,-1.558739,-1.3205056,-0.8012435,-0.8108436,1.9225746,1.8750168,3.0
-0.96431345,0.045966957,-0.564949,0.027227718,0.7032574,-0.105677195,-0.76893836,0.77104133,-0.92777896,-0.029767316,-0.36263663,-0.87062997,0.06542342,-0.21423954,-0.8853104,-1.2733357,0.0695033,0.6239016,3.0
-0.46534455,-0.7183385,-1.1383033,-1.1199862,-0.3030501,-0.5017141,-1.2937241,1.8525791,-1.4288297,-0.84315586,-1.3978658,-1.2867785,-0.73234195,0.38033777,1.2621498,-1.111327,-0.57805425,-0.8813302,3.0
1.8273852,1.4489881,1.3180116,1.3017333,0.31045118,0.4310554,1.1364709,-1.1774961,1.261556,1.0309861,1.156771,1.2399133,2.047707,-0.117485896,0.51727366,-1.3125013,0.101972334,0.17651676,2.0
1.6474254,1.4622338,1.7843442,2.012814,0.8459103,0.7253236,1.2810662,-1.3549173,1.3258723,1.3641622,1.1474389,1.3988829,1.6751853,-0.6899428,-0.4617957,1.1315166,-0.0043201568,0.7676823,2.0
-0.08514421,-0.9947773,0.05720221,-0.4000758,-0.7726705,0.16866463,0.043026514,-0.1612103,-0.37073433,-1.3147069,0.24257357,0.040449325,-0.65581673,-0.4533279,0.6165974,0.32145432,0.21009435,-0.14795169,1.0
-1.7140579,-1.0959232,-1.1372136,-1.6933088,-1.2769551,-0.42917982,-0.837377,0.7531796,-0.6159395,-1.2950912,-0.86710995,-0.80209506,-0.9242851,0.5715154,-0.88014424,-0.85384655,-1.3800582,-1.3403485,2.0
1.8384047,0.9229697,1.170449,1.1228769,0.12447204,0.2792702,0.60125965,-0.8415391,1.0459687,0.79605997,0.6954359,0.8722935,0.92419344,-0.9375141,0.08342791,0.38955468,0.83053565,1.3087083,2.0
1.4638252,1.4989331,1.5120149,1.3654463,0.711606,0.28633156,1.2713351,-1.0678147,1.3192031,1.3100376,0.9607351,1.0565027,1.2912304,-0.53465694,1.6971369,1.0913649,-0.035737783,0.5167364,2.0
-0.6263515,-0.117816456,0.08706269,-0.9019698,-1.0598625,-0.62568176,-0.53443676,0.6027155,-0.66423947,-0.3325541,-0.7007442,-0.49753523,-0.21385501,-0.636071,0.78361386,0.16397667,-0.09968227,-0.39541253,1.0
-1.2096465,-0.026501602,-0.988808,-0.58800185,0.53004664,-0.38574108,-0.69774055,0.5899506,-0.59496987,-0.14509948,-0.5563578,-0.72840434,0.10115719,0.19370964,-0.84664327,-1.0331652,-0.626661,-1.1048278,0.0
