band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,band_32,band_33,band_34,band_35,class
0.20886421,-0.3942424,-0.7202159,-0.68391776,-0.53582716,-0.95819294,-1.2626512,-1.5367868,-0.8538608,-1.3012387,-1.4447371,-1.3147106,-0.08245883,-0.4385689,-1.2685105,-0.5490123,-0.49364454,-0.929655,-1.5896186,-1.4771296,-0.7713986,-1.4311436,-1.291143,-1.3086402,-0.56162155,-0.3324957,-1.0859306,-1.131287,-0.058312602,-0.2783914,-0.97253764,-0.8306112,-0.53106403,-1.2090468,-1.3632506,-1.3540021,4.0
-0.35052767,0.62256265,0.6992743,0.12519085,-0.8733369,0.43401882,0.42964754,0.24380551,-0.22062007,0.6441422,0.08147971,0.24219804,-0.4492524,0.8795805,1.229343,0.38127473,-0.65442795,0.53633475,0.9415022,0.69745183,-0.47163552,0.9263862,1.0758145,0.09758427,-0.42428795,0.95376676,1.4229342,0.82953346,-0.32638416,0.8259462,0.82745844,0.44973737,-0.3779867,1.0569443,1.3503659,0.80945,0.0
-2.019491,-2.021512,1.2304232,2.6606245,-1.6243894,-1.7462223,0.97643924,2.3690307,-1.2658607,-1.5124897,0.704656,1.6101165,-1.8151907,-2.0049846,1.6323116,2.7081835,-1.7900102,-2.2760975,1.3332709,2.8859165,-1.6983383,-1.8843839,0.9785387,2.4688654,-1.7554848,-2.368903,1.589936,2.8102622,-2.0078454,-2.262626,1.4476978,2.8211298,-1.8899142,-2.1857717,1.2084379,2.5339448,1.0
-0.5291309,0.16682127,-0.7182317,-0.6000838,-0.21916178,0.5776685,0.14572933,-0.13188393,0.0055488287,0.92249495,0.649828,0.27352238,-0.4431186,0.285079,-0.52092254,-0.14067279,-0.45557347,0.17615192,-0.2563429,-0.4485673,-0.61976105,0.36946002,-0.085598186,-0.11541776,0.24318168,0.84847844,0.63273805,0.11344385,-0.32030958,0.73499393,0.29507744,0.16143894,0.41949207,0.62030864,0.1729263,-0.30100623,0.0
1.0830696,1.0237086,0.8845733,0.12087268,0.97685146,1.2880527,0.78213227,0.5770503,1.5938225,1.2281982,0.91944164,-0.058954827,0.9197278,0.857453,0.77484554,0.483948,1.3926562,0.7449925,0.7293029,0.07415214,1.3563445,0.74254704,0.23745225,-0.1216813,0.92067426,0.6284201,0.45024747,0.1963901,0.9541935,0.5406009,0.25233442,-0.27736822,1.2392896,0.36706865,0.24523649,-0.31802967,3.0
-0.9259878,-1.3597914,-2.2619948,-1.6799531,-1.2420185,-1.2328098,-2.0049505,-1.7051822,-1.2244852,-1.3613726,-1.7099028,-1.3248034,-1.085408,-1.4414481,-1.7389323,-1.6203684,-1.0296509,-1.3233739,-1.7396922,-1.6426473,-1.1304933,-1.309536,-1.7718805,-1.6405545,-1.1374112,-1.5232388,-1.6099044,-1.4235607,-1.0448651,-1.4349657,-1.7299049,-1.3509799,-0.9611226,-1.401563,-1.7621387,-1.3080076,4.0
-1.4211355,-1.3660294,-0.6241769,0.10429304,-1.2781329,-1.6487508,-0.7412283,0.17211324,-1.3128983,-1.3283819,-0.89057606,-0.012880451,-1.5103103,-1.491328,-1.1672261,-0.1703616,-1.8334204,-1.5754929,-1.1194395,0.26758605,-1.1309528,-1.4910456,-1.0324169,-0.1527761,-1.4648534,-1.4433713,-0.88367015,0.08284791,-1.372015,-1.4384418,-1.3800952,-0.13627987,-1.4082345,-1.1317741,-1.1400312,-0.09838506,4.0
0.3869685,0.1512771,-0.3597518,-0.5433773,0.506524,0.17405656,-0.43218923,-0.86118084,0.13071589,0.018798163,-0.6399417,-0.9139511,0.46147335,0.23093304,-0.34987426,-0.8060055,0.37068272,0.17357367,-0.4503964,-0.96508145,0.34250692,0.12787977,-0.54631877,-0.8714061,0.13557991,-0.020561205,-1.0140182,-0.91711503,-0.17932798,-0.3822339,-0.9880058,-1.1100299,-0.071542285,-0.44688728,-1.1035919,-1.2738491,3.0
-0.14819725,-0.44925794,-1.2992058,-1.2586771,0.025416968,-0.80109334,-1.2454967,-1.3588687,-0.17402826,-0.5266868,-1.3419429,-1.0384328,-0.5553818,-0.6793161,-1.8179517,-1.5779566,-0.5167398,-0.5765922,-1.9046135,-1.6165246,-0.82012963,-0.88257027,-2.0144484,-1.571741,-0.43442822,-0.94691795,-1.6734654,-1.1651812,-0.34461877,-0.7124626,-1.457354,-1.1076257,-0.04809826,-0.4239997,-1.3857592,-1.3911811,5.0
-0.251699,0.15258983,0.44318447,0.080018036,-0.4797754,-0.523111,-0.19257323,0.30584365,-0.53741807,-0.67524225,0.3260285,0.5430793,0.08336468,0.284051,0.6701949,0.054488502,-0.6128165,-0.47621572,0.13314372,0.065342225,-0.5495838,-0.29245007,0.18718779,0.05950366,0.48364538,0.3547486,0.1909845,-0.24416196,-0.3690224,-0.23459226,-0.36468914,-0.48206824,-0.63735235,-0.35231948,-0.365792,-0.2394607,4.0
