band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,band_32,band_33,band_34,band_35,class
1.6249795,1.2148051,1.3776559,0.5367852,1.7198809,1.3136666,1.0355707,0.39855838,1.4152354,1.0066707,0.56910795,0.36303702,1.0001755,0.92788076,0.3481597,-0.015026011,0.7807974,0.7300622,-0.19583671,-0.20580919,0.7849968,0.6066125,0.12904888,-0.11452412,-0.1525022,0.059803363,-0.80193996,-0.8443717,0.3557285,0.10363481,-0.35700083,-0.46037206,1.0504526,0.27386895,-0.1173243,-0.108508274,2.0
0.2671532,0.9503183,0.75525504,0.6007683,-0.017097857,1.0477359,1.3797168,0.49426502,0.07452245,1.3323802,1.3704885,0.611606,-0.112856485,1.1643076,1.335064,0.6445042,-0.10790085,0.9146984,1.0451311,0.55721724,-0.29591504,1.0642738,1.4321054,0.3941549,0.05307848,0.52602273,0.6644727,0.42552015,0.23920001,0.734668,1.1642866,0.66243947,-0.22289284,1.0867759,1.1223868,0.69965017,0.0
-0.587686,-0.8989461,-1.5266972,-1.5188788,-1.1597496,-1.597451,-1.4664326,-1.5269399,-0.33038175,-0.46621823,-0.66469043,-0.59820586,-0.40091932,-0.8829681,-1.5007728,-1.4880601,-0.83208454,-1.2395028,-1.4090338,-1.1454347,0.09728936,-0.24807401,-0.52107024,-0.26253098,-0.34371388,-0.92687976,-1.4799374,-1.4574381,-0.8443613,-1.2022121,-1.4313202,-1.4426997,0.04634224,-0.24755344,-0.37815288,-0.39714038,4.0
-0.86494476,-1.2993734,-1.535687,-1.4853885,-0.037422154,-0.24945715,-0.56500804,-0.29113856,0.8077658,0.81990725,0.29395708,-0.26292866,-0.8330035,-1.4031371,-1.2213835,-1.3170197,0.017196627,-0.30002785,-0.3585829,-0.22138663,1.0261339,0.6979327,0.73795766,-0.023460772,-0.4838909,-1.3661894,-1.2048485,-1.4840285,-0.5368033,-1.0576767,-1.0472167,-1.2636968,0.597687,0.06563613,0.19543561,-0.25145963,4.0
-0.7923596,-0.14375643,-0.6775135,-0.34197095,-0.8934674,-0.24259578,-0.4452214,-0.51697433,-1.0850396,0.084114626,-0.15871665,-0.5056241,-0.90885186,-0.10743778,-0.5176122,-0.45389912,-1.0933417,-0.22400537,-0.44265956,-0.26197287,-1.2387788,-0.23283035,-0.1929637,-0.2963442,-1.1107926,-0.37503257,-0.23295408,-0.094279215,-1.0355697,-0.5065401,-0.4059689,-0.5877496,-1.0470906,-0.48028967,-0.81821966,-0.38438913,0.0
0.7759276,1.287072,1.6262753,0.9567784,1.3680233,1.3457717,1.8849372,1.1491685,1.263994,1.3048298,1.3524395,0.68458945,1.0012189,1.372943,1.8164515,1.0141969,1.7543674,1.4378047,2.0431073,1.0913278,1.0336998,1.2035831,1.4087077,0.68451875,0.6582126,0.8307239,1.4132172,1.0172732,1.1124778,1.3442895,1.8031267,0.9149382,0.95471406,0.9516324,1.180148,0.56478244,0.0
0.9071625,0.2067929,-0.06268102,-0.32695854,0.8779561,0.062745154,-0.5508762,-0.19805522,0.49026442,0.0605188,-0.52938384,-0.8469615,0.66671747,0.38129362,-0.26754186,-0.4077965,0.44814402,0.3343535,-0.6579506,-0.450937,0.39927417,0.45432618,-0.3078225,-0.37138996,0.66972166,0.3587303,-0.2716433,-0.37258822,0.71219313,0.23031436,-0.38037077,-0.7244429,0.6995624,0.28684387,-0.09214731,-0.5577894,3.0
1.2191387,1.1589032,0.93470407,0.59369946,1.680332,1.6146224,1.5338156,0.86204904,1.7127304,1.4814253,1.9782842,1.1332644,1.695857,1.6550115,1.2992389,0.78110933,1.6863719,1.3995835,1.3783088,0.83631253,1.696807,1.5828121,1.7397809,1.0403354,1.3463229,1.2872738,1.2170169,0.63906175,1.0025479,1.2346721,1.0171622,0.51451313,1.2331564,1.4389873,1.0072125,0.8428502,2.0
-1.8050225,-2.3057141,0.8470167,2.08757,-1.4561694,-2.2893972,1.239893,1.4285629,-1.2759547,-2.1199522,1.1132255,1.4799265,-1.8320326,-2.09124,0.7547926,1.9188981,-1.8097416,-2.187795,0.6189404,1.5331328,-1.7561355,-2.060155,0.90088296,1.563451,-1.6661448,-2.3580234,0.6895844,1.7949975,-1.4610134,-2.18875,0.63260394,1.7323086,-1.6133759,-2.0439916,0.8829034,1.6156981,1.0
-1.1378402,-1.4002461,-1.6557423,-0.650748,-1.5999377,-1.2678055,-1.3385274,-1.0035987,-1.3753529,-1.2501142,-1.1870458,-0.880977,-1.2570246,-1.3185719,-0.9262067,-1.0989423,-1.5050428,-1.3271977,-1.4519296,-0.8213257,-0.9822458,-1.18659,-1.2543039,-0.79245526,-1.1685277,-1.4015317,-1.1120749,-0.8933861,-0.7658118,-1.3022115,-1.5256749,-0.9475533,-1.1818284,-1.3467344,-1.3511561,-1.272546,4.0
0.9835351,0.6872359,0.44862086,-0.033882473,1.0325252,0.50388557,0.26692048,-0.37773013,1.0783242,0.71198463,0.040605165,-0.01564002,1.04755,0.7032554,0.09078344,-0.2964053,0.8992867,0.71949846,0.3496482,-0.17127697,0.9486736,0.5237104,-0.029604433,-0.080343224,1.4605168,0.98275137,0.9307215,0.25116363,1.509739,1.1006442,0.35241494,0.18326525,1.3241079,0.79415095,0.7572538,0.11965787,2.0
-1.3349897,-0.5476089,-0.7418182,-0.42446378,-1.140936,-0.35691822,-0.41773692,-0.11906556,-1.2331917,-0.1321894,-0.084229924,-0.71244496,-0.89079565,-0.37329477,-0.82724637,-0.4734332,-0.8805259,-0.26038828,-0.55344075,-0.19577846,-1.0037115,-0.1506559,-0.2030198,-0.2558951,-0.9250549,-0.3385381,-0.4688641,-0.48821718,-0.9332553,-0.30774194,-0.5972226,-0.22825702,-0.9383065,0.10878313,-0.43523267,-0.027938645,0.0
-0.27612644,0.936471,1.384714,1.001413,0.37394032,1.4450558,1.258214,0.8190023,-0.0034684436,1.2654647,1.2693986,0.7823504,-0.564864,0.8408923,1.2314913,0.6697676,-0.10278036,1.1093643,1.4577495,0.8062811,0.45514214,1.5199941,1.4235168,0.8106433,-0.12574147,0.72387266,1.2320642,0.7706271,0.3102024,1.0026159,1.4307402,1.199754,0.63915867,1.2427826,1.7271148,0.9830454,0.0
1.4263364,0.93167114,0.5341855,0.224258,1.2999103,1.219178,0.8247099,0.3165178,1.2376211,1.0492527,0.632279,-0.005368813,1.4705551,1.1266582,1.0576822,0.2834178,1.2044642,0.8668702,1.0824933,0.06809853,1.3653767,0.7873098,0.7093309,0.08478958,1.5884145,0.7757942,0.8346223,0.0718655,1.3910367,1.0749427,0.60898256,0.30063117,1.3056903,1.0356356,0.7987371,0.33741552,2.0
-0.20116304,0.64965767,0.94004345,0.3332817,-0.4184263,0.8217217,0.7735673,0.34915987,-0.8572617,0.32104313,-0.050132178,0.34424132,-1.043526,0.6763146,0.6733036,0.706428,-1.1843631,0.26018244,-0.015690055,0.02881109,-1.2562342,-0.35702404,-0.65080804,-0.38802472,-1.212437,0.04500591,0.11356464,-0.022202594,-1.2978863,-0.44591922,-0.51178175,-0.20941907,-1.3577832,-0.5452296,-0.75318044,-0.63014936,0.0
1.4274791,1.8009174,1.6948365,1.101059,1.4737463,1.5552117,1.3466115,0.63142705,1.5833477,1.0594388,1.0840217,0.17085744,1.5419316,1.657216,1.880091,1.3762236,1.9521936,1.5467538,1.2800856,0.50994515,1.8872856,1.3619252,1.1233188,0.29835767,2.062155,1.859608,1.5776291,1.0018762,1.8233769,1.5410222,1.3245531,0.5889379,1.9230909,1.4678848,1.1023839,0.65814626,2.0
-1.089931,-1.1546628,-1.6095647,-1.2566861,-0.86503977,-1.2189794,-1.2972544,-1.225839,-0.9238272,-1.1263431,-1.2560718,-0.95430136,-0.70778894,-1.3149511,-1.1443918,-0.6489427,-0.6845754,-0.9010899,-0.45913562,-0.06831553,-0.31945005,-0.73575985,-0.13055098,0.38890994,-0.38466862,-0.49449304,-0.04352125,0.10008575,0.09792323,-0.10734469,0.40568772,0.32023656,0.78528756,0.46247408,0.63708335,0.55457056,4.0
-0.021082412,-0.0082323775,-0.8227008,-0.30996576,0.352783,-0.14175493,-0.4722507,-0.6732547,0.48316446,0.024712171,-0.26783466,-0.7964718,-0.23495664,-0.44917646,-0.873236,-0.4120139,0.24895146,-0.25318855,-0.9178632,-0.5101252,0.16493669,-0.23446548,-0.9194549,-0.9060797,0.59768313,0.1948738,-0.24710332,-0.3719326,0.26728943,0.06401615,-0.39827913,-0.49877948,0.5283711,0.16261837,-0.7743997,-0.511498,5.0
-0.6410344,0.3875462,-0.08047291,0.31729618,-0.16613084,0.767586,0.8912607,0.6894817,-0.42488393,0.6601062,1.1017921,0.33016253,-0.22816847,0.93799865,0.8972049,0.3615208,0.15881824,0.9187632,1.1981026,0.6850056,-0.060545597,0.93705803,0.45521468,0.3911685,-0.14172406,1.027577,0.95873237,0.4630114,0.37993386,1.1164359,0.8062474,0.7262391,0.24735776,1.0572121,0.9581384,0.6212716,0.0
-0.44388923,-0.61273164,-1.4414543,-1.4182842,-0.88853884,-0.67872787,-1.7541097,-1.54006,-0.4155491,-0.71659935,-1.5089912,-1.2489091,-0.553466,-0.8431353,-1.1839094,-1.5517441,-0.70424694,-0.48749033,-1.5428388,-1.3802869,-0.33779347,-0.6356513,-1.4285997,-1.3055149,-0.33578897,-0.6768676,-1.5794005,-1.1505352,-0.4396929,-0.51242286,-1.4240024,-1.2875352,-0.023091422,-0.35498428,-1.59324,-1.1576333,5.0
-1.249796,0.08559284,-0.14544956,-0.16526122,-0.7867586,0.02955188,-0.37305754,-0.40337822,-0.910992,-0.32150808,-1.0031137,-0.51751786,-0.6508971,0.3259088,-0.16604629,-0.020325985,-0.5802677,0.54452944,0.25710946,0.2728477,-0.89785534,-0.16665411,-0.21191373,-0.30777025,-0.5256723,0.6308598,0.81800133,0.45694718,-0.09331223,0.96490055,1.1641276,0.3723449,-0.5592406,0.42239404,0.19446628,0.029590748,0.0
0.15355727,1.380911,1.4795374,0.7647105,0.1536539,1.5462976,1.2643467,0.9123669,0.12627389,1.0281616,0.7098745,0.31940874,0.88261366,1.4464265,1.7783688,0.8865211,0.56849927,1.4094825,1.3042911,0.82666695,0.22907625,1.1976691,1.3888761,0.8786929,0.27131787,1.3172278,1.6350188,1.0196904,0.6061805,1.2285523,1.8052086,0.767474,0.105787545,1.2144004,1.3315046,0.8771549,0.0
-0.84003514,-1.0553296,-1.323433,-1.2490106,-0.6759343,-1.1864793,-1.4095098,-1.3653243,-1.1041054,-1.3250521,-1.5520195,-1.2986964,-1.2103668,-1.3299603,-1.4492422,-1.289253,-1.1641608,-1.3088944,-1.504556,-1.0411209,-0.9170022,-1.0273235,-1.2867426,-1.3860812,-1.0247034,-1.1154637,-1.9967536,-1.123514,-1.2959112,-1.0765857,-1.6234655,-1.1733252,-0.9054788,-1.1539931,-1.5393169,-1.2456483,4.0
-1.6732891,-2.0153172,0.6862729,1.7776874,-1.6762073,-1.958279,0.72663385,1.527459,-1.366723,-1.7108108,0.690421,1.3524373,-0.98155296,-1.557739,0.5840863,1.4099921,-0.61985224,-0.96557134,-0.14785679,0.57614243,-0.1072157,-0.27664813,-0.0460648,-0.046285186,-0.017132016,-0.12057913,-0.81638604,-0.9762922,-0.03653317,-0.30692628,-1.2909225,-1.0613955,-0.14301844,-0.38292968,-1.0291798,-1.2069311,1.0
