band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,band_32,band_33,band_34,band_35,class
-0.40939647,-0.4599509,-1.8186325,-1.2688001,-0.20374839,-0.7396707,-1.6067779,-1.0214343,-0.3325203,-0.25141215,-0.99166393,-0.8680649,-0.017643798,-0.36254162,-1.4386874,-1.2550764,-0.03726877,-0.3962628,-1.490676,-1.2599585,-0.07375105,-0.260184,-1.4239616,-1.3248194,-0.12690403,-0.54750484,-1.8236257,-1.2250344,-0.01452701,-0.41591343,-1.4524198,-1.4180999,-0.1891112,-0.39291292,-1.314558,-0.9520438,5.0
-0.30800298,1.4406024,1.5413806,0.92390084,-0.14709364,1.4069315,1.5981196,0.8061954,-0.6863475,1.0697579,1.6045804,0.72061616,-0.351244,1.2747064,1.7226442,0.70405924,-0.25833157,1.1882277,1.2055327,0.75630236,-0.61082536,1.0868808,1.3578724,0.79198164,0.19068474,1.2182804,1.3465052,0.6744638,0.07651046,1.0036631,1.1482896,0.8320048,0.04080221,0.86942077,0.7061556,0.83114713,0.0
1.4437598,0.97749037,1.2171178,0.0049702125,1.5173727,0.5395359,0.5867398,0.007293674,1.2897228,1.0983945,0.63565123,0.05805654,1.3825155,0.908744,0.47653627,0.17189935,1.4305674,0.8319769,0.92612386,0.32337195,1.4521363,0.6863054,0.6179906,0.23740308,1.6834806,1.1476607,0.6201428,0.08510261,0.8754544,0.5894959,0.08952988,-0.19329686,0.18745151,-0.18910678,-0.96234125,-0.8303248,2.0
0.044076193,1.206953,1.5080929,0.9274619,-0.070425354,0.8253178,1.1522233,0.87657994,-0.017174415,1.3190215,0.9918125,0.82422554,-0.3428697,1.0381559,1.2179967,0.8024897,-0.07919225,1.2468837,1.6023705,0.76219183,0.006503834,0.76605445,0.9544646,0.53120816,0.14553869,1.300843,1.6392095,0.8802372,0.22754326,0.8386819,1.2953779,0.9360527,-0.35169044,0.35892528,0.14487393,0.43854472,0.0
-1.4457071,-2.0001802,-1.4740984,-0.27951455,-1.6639153,-1.5946842,-2.0134761,-0.5615655,-1.3525767,-1.1875106,-1.8519282,-1.1238015,-1.5065359,-1.4524778,-1.3198417,-0.41900238,-1.4116468,-1.5948133,-1.9110943,-0.9554234,-1.1650504,-1.2184477,-1.442297,-0.87514514,-0.67857414,-1.06152,-1.5733379,-0.7278024,-1.3006792,-1.1854093,-1.3406836,-0.79021597,-1.2208405,-0.9696254,-1.644738,-0.92167294,4.0
1.7814255,1.0364866,1.0768942,0.35134578,1.4487467,0.96281767,0.59476167,0.56140876,1.4004538,1.1559316,0.79077154,0.21556596,1.7386725,1.3368369,0.674132,0.49053738,1.749559,1.1027592,1.0220008,0.23427758,1.384813,0.6754766,0.34204572,0.15432315,1.5210742,1.0239195,0.59058356,-0.09321243,1.2508489,0.57283443,0.41903457,-0.14932044,0.7520728,0.5144804,0.0010698405,-0.19011521,2.0
-0.17681949,-0.102253504,-1.0923399,-1.3092235,-0.32623398,-0.18935055,-1.0675318,-1.1602571,-0.36576608,-0.36222935,-1.3634012,-0.94820136,-0.37217003,-0.69574,-1.382364,-1.1556419,-0.07317478,-0.21190016,-1.3491949,-1.023797,-0.39691025,-0.32516977,-0.85978085,-1.3079699,-0.3726765,-0.40046772,-1.3161212,-1.0940148,-0.5475357,-0.222844,-1.3148465,-0.8141957,0.045578547,-0.28858003,-0.6877484,-0.9504079,5.0
-0.931588,-1.1164465,-1.2338161,-0.81599665,-1.1879786,-1.4534318,-0.5204706,0.04050072,-1.6995323,-2.155718,-0.34068644,0.95194924,-1.0090941,-1.7720898,-0.049152788,0.6829176,-1.7138788,-2.013338,-0.17257655,1.107273,-1.6622384,-2.356037,0.6179996,1.9612048,-1.2471366,-2.2291965,0.27592885,1.4118357,-1.5457273,-2.1953466,0.26109913,1.3372408,-1.4460663,-2.128408,0.28192893,1.5088598,1.0
1.1742468,0.75986284,0.13989788,0.10779317,1.9523942,1.3564154,1.3818171,0.96169394,1.686424,1.6327666,1.3930526,0.74251914,0.23699038,0.3049749,-0.1738927,-0.3482332,1.3917258,1.5351194,1.4790318,0.70654607,2.1265578,1.8190076,1.3302387,1.0298456,-0.16376857,-0.1997503,-1.285086,-0.91770107,0.49381146,0.6942173,0.30134445,0.24172121,1.7042245,1.4628881,1.4194856,0.6632075,2.0
0.37959966,-0.19183332,-0.88488096,-1.1055547,0.04377828,-0.07289381,-0.9359033,-0.78240305,-0.11651505,0.35135195,-0.69504476,-0.54638076,0.40642938,0.08482478,-0.2268732,-0.64388406,0.43807614,0.2667407,-0.5670279,-0.43447435,0.916611,0.23407716,-0.16737084,-0.3179451,0.7951772,0.33521748,-0.17239492,-0.07760587,0.7950026,0.44466913,0.08110118,0.08189115,0.9912186,0.5874196,0.20731106,0.07067621,5.0
