band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,band_32,band_33,band_34,band_35,class
-0.22573717,-0.370695,-0.9989363,-0.6132085,0.2944636,-0.21410868,-0.8131672,-0.5146857,0.14934704,-0.2875122,-0.1816219,-0.5672498,-0.24844036,-0.469797,-1.1291748,-1.0112646,-0.22033696,-0.21515825,-1.4005963,-0.7963045,-0.108421266,-0.25503176,-0.68417734,-0.6366455,-0.21639839,-0.5621474,-1.0897399,-0.8318594,-0.26932013,-0.3670685,-0.8953161,-0.56393015,0.25520056,-0.22452776,-0.85047454,-0.5410491,5.0
-1.0870463,0.55098665,0.48664853,0.5427523,-0.9438359,0.16378887,0.63855034,0.12529756,-1.1206574,-0.11712529,-0.08901334,0.11163146,-0.8548504,0.49392563,0.72999656,0.49820894,-0.5127763,0.5182125,0.71813107,0.23040688,-0.5861442,0.071467765,-0.025559671,0.061823998,-0.38516355,0.70940703,0.7520522,0.29833674,-0.5016668,0.76262707,1.2553552,0.5639612,-0.2772336,0.8498463,1.0627319,0.5132278,0.0
-0.9431924,0.07505468,-0.074869,0.012975056,-1.1756326,0.14521039,0.20458966,0.030106198,-0.9067212,0.14374007,0.4784154,0.03647644,-1.1130414,-0.019532736,0.16337691,-0.003596777,-1.1943159,0.052360833,0.08501118,0.05702757,-1.344448,-0.32003593,-0.5171327,-0.57010716,-1.3014615,-0.48152906,-0.1958332,-0.37676427,-1.3208199,-0.46629232,-0.47896057,-0.31730288,-1.220752,-0.6440623,-0.97182703,-0.67264926,0.0
0.6550765,0.355516,0.19867337,-0.20032401,0.44694403,-0.16372004,-0.14746246,-0.1134156,0.39821652,-0.06195183,-0.23285125,-0.22386068,1.0270433,0.78807986,0.2820115,-0.25242123,1.0344249,0.785345,0.20250238,-0.15446933,1.0108236,0.6385646,0.37263948,0.29477343,1.079417,0.46608102,0.48133525,0.15613282,1.1412532,0.5356526,0.0980378,-0.24738498,1.0059415,0.75800526,0.52186275,0.026612898,2.0
1.7014643,0.99295497,0.24687277,0.361861,1.3393826,0.92312115,0.96684676,0.24572806,1.5192604,0.82540876,0.52103794,0.27512732,1.0346441,0.86435425,0.32389885,-0.06226901,1.0680606,0.8916083,0.18518192,-0.047292016,1.4303,0.95292336,0.3264439,0.07655512,1.4978927,0.9708044,0.45773762,-0.15974516,0.6881109,0.4849502,0.14162144,-0.21095605,0.8104526,0.92212397,0.11940569,-0.16160965,2.0
0.020583834,1.1545991,1.2747048,1.0946541,-0.16353387,1.1086607,1.1679156,0.74303466,-0.13201928,1.2624084,0.8939791,0.6999672,-0.30650687,1.0058506,1.179318,0.8792166,-0.07272871,1.2238679,1.5205184,0.8011482,-0.07592033,1.0028061,0.9839951,0.6510236,0.21613975,1.247502,1.7057844,0.73879933,0.23500861,0.88234323,1.4856501,0.8109036,-0.4045678,0.3710838,0.19054566,0.54284155,0.0
-0.77661884,-0.6985615,0.031089662,0.91321313,-1.2265972,-1.3864577,0.12578286,1.7135477,-1.4164839,-2.2819135,0.9080605,2.5442224,-0.15650831,0.3039189,0.19124936,-0.18452394,-0.41445237,0.06729139,0.17381696,0.16810471,-0.8627695,-0.39912364,-0.06885411,0.448469,-0.16093148,0.76887643,0.94064885,0.374496,-0.11607239,0.8540883,0.49908826,0.13450515,-0.38115212,-0.08954667,-0.19507077,0.18078846,0.0
0.7089968,0.46507734,-0.36422533,-0.30302566,0.8736066,0.29333025,-0.121365964,-0.6133527,0.78780854,0.42185095,-0.39960676,-0.52974933,0.35155675,0.48068237,-0.4245743,-0.5295527,0.73846614,0.41071332,-0.06800807,-0.6606025,0.5394096,0.38149944,-0.29649484,-0.5849279,0.387738,0.4621337,-0.2170558,-0.2855272,0.76871294,0.112538755,-0.020619571,-0.6482725,0.45634043,0.13308786,-0.39095992,-0.47873804,3.0
0.109648325,-0.35722792,-1.5256379,-1.3852311,-0.2911262,-0.3544609,-1.4966146,-1.3907802,-0.056460913,-0.4270607,-1.3278953,-1.1715904,-0.19790213,-0.4612216,-1.672901,-1.5446793,-0.38323417,-0.33464107,-1.5522429,-1.3502486,0.08015945,-0.41456455,-1.442832,-1.2872059,-0.33581212,-0.7479459,-1.4903389,-1.408399,-0.11689511,-0.44364306,-1.4673271,-1.3151401,-0.106403574,-0.42322677,-1.6721582,-1.2865347,5.0
-0.02490147,-0.07226461,-0.8535293,-0.74368656,0.05662981,0.10389314,-0.41025037,-0.6023038,0.4864214,0.29687333,-0.45503914,-0.42602748,0.14552613,-0.19389495,-0.7377936,-0.76326984,0.86259234,0.6047509,0.34764147,-0.008662734,1.4660087,0.9969536,0.7998712,0.20183997,-0.02119694,-0.3314354,-1.258387,-1.2640005,0.65736943,0.12534265,-0.52924055,-0.20018518,1.4086798,0.95903784,0.80410993,0.114322625,5.0
0.25961766,-0.36845037,-0.8204652,-0.84134346,0.007720047,-0.14621858,-1.3935549,-0.777368,0.22223292,-0.27100638,-1.0141064,-0.81220967,0.66167104,-0.034260865,-0.9659629,-0.5652116,0.37600628,-0.364152,-0.5942817,-0.89061886,0.110352054,-0.10388797,-0.7195909,-0.841944,0.727233,0.1762868,-0.25247884,-0.6589695,0.2047222,-0.27144688,-0.8941363,-0.67738706,0.19634318,-0.23285665,-0.9921864,-0.990361,5.0
-1.93754,-2.1474633,1.4842187,2.9875576,-1.9092382,-2.1695383,1.1458745,2.639276,-1.9461913,-2.0552492,0.8923802,2.3448713,-1.7762954,-2.0791829,1.5289371,2.8172157,-1.8966126,-2.2295718,1.3262827,2.4785087,-1.5534229,-2.031743,1.3852367,2.27207,-1.8351227,-2.1321554,1.2078311,2.0836384,-1.8552208,-2.1176872,1.1700621,2.135755,-1.4878088,-2.1836078,1.0501248,1.9337895,1.0
1.8218095,0.8865823,0.50648785,0.5866568,1.8227942,1.011815,0.55244356,0.29046923,1.0621259,1.0868318,0.9113666,0.16485141,1.689939,1.603989,1.3115898,0.7667785,1.5742149,1.4016764,0.8072323,0.26927832,1.1722264,1.2531121,0.8936714,0.21786933,1.706586,1.5992796,1.1613948,0.736796,1.4067446,1.3773446,1.1507527,0.5710083,1.1677235,1.4139688,0.61160547,0.42344806,2.0
0.5790943,0.27858305,-0.07383445,-0.6877433,0.8871822,0.36802435,-0.12001815,-0.46628195,0.4248887,0.5451306,-0.4925255,-0.4466918,0.7034787,0.30760083,-0.14113672,-0.50596166,0.52722913,0.341869,-0.33701974,-0.59232455,0.6232739,0.36941576,-0.2927556,-0.41775212,0.63535154,0.11957387,-0.11345432,-0.7684249,0.5808209,0.3590694,-0.048090078,-0.68148005,0.34001443,0.11069825,-0.31250945,-0.5098152,3.0
-0.01130136,0.08400763,-0.91514647,-0.8704012,0.24934193,0.09079259,-0.8951561,-0.4398939,0.36956188,-0.002986149,-0.9667926,-0.72949857,0.07136431,-0.017722001,-0.47549978,-0.4604378,0.5008891,-0.0059470166,-0.66541594,-0.6069477,0.4722321,-0.057775058,-0.773373,-0.8546284,0.52552927,0.1887105,-0.3928135,-0.7169049,0.47293374,-0.1231977,-0.58084726,-0.77037215,0.53770196,0.07118007,-0.7595734,-0.84871644,5.0
-0.07312822,0.88239175,0.5732808,0.3173035,-0.3177567,0.5550138,0.5114257,0.23101933,-0.7710045,0.5135238,0.90713686,0.4777365,-0.28210834,0.31233898,0.506892,0.25457257,-0.41873205,0.36577487,0.76824397,0.3767196,-0.4994132,0.49855492,0.7448996,0.2976138,-0.20552304,0.6589206,0.9953412,0.66151506,-0.3710844,0.68958014,0.89205134,0.2835224,-0.2084853,1.0135294,1.0039896,0.50416327,0.0
-0.049656067,1.2394371,1.6999922,0.6460538,-0.61780524,1.2433122,1.4756937,0.8771061,-0.36571932,1.1394025,1.6459736,0.68533725,-0.43686584,1.2503116,1.4342409,0.73731905,-0.6146884,1.0425041,1.3689182,0.7482915,-0.3037817,1.028247,1.1389924,0.72946453,0.19107355,1.01821,1.0143901,0.7252907,-0.18508194,0.89150983,0.7661051,0.71335965,-0.10594284,1.0625272,1.2717274,0.58468896,0.0
-1.6391491,-2.1333382,0.28401288,1.4536366,-1.572418,-2.1926565,0.11406886,1.5279197,-1.8736526,-2.0428932,0.28550902,1.6729044,-0.536546,-1.4078578,0.0712093,1.3716879,-1.5939045,-1.9641279,0.099390276,1.634769,-1.7585846,-2.2137487,0.248625,1.6388204,0.08994727,-0.22229789,0.015350704,0.52295977,-1.1881183,-1.7012513,0.42115688,1.5869895,-1.3529252,-2.0744245,0.35285118,1.6008993,1.0
