REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN,class
-0.13360505,-0.34925157,0.0,-0.43267268,4.085458,0.5675109,0.374323,1.0793585,0.75652903,-0.6034711,-0.724529,-0.6891692,-0.66026825,0.07321705,-0.2129991,0.5135943,-0.7729201,1.2168373,-0.6666064,2.0
1.0590123,1.2402463,0.0,-0.43969217,-0.16721635,-0.28767022,-0.109706916,0.11497974,0.044834994,0.3037483,0.3870146,0.3096051,0.28531748,-0.016151613,0.6025008,-0.66244507,0.28927216,-0.54153055,-0.27457678,4.0
1.2556872,-1.1401728,0.0,-0.35146466,-0.30055845,-0.6043367,-0.023979263,-0.45055014,-0.07641036,-0.8824442,-0.7734297,-0.8280099,-0.76055455,0.55545163,-0.27524248,0.13180839,-0.8413347,1.1186614,-0.3377502,6.0
0.12584513,0.3888338,0.0,-0.42700258,-0.14501767,-0.3460516,-0.043230694,-0.41887584,-0.15756983,-0.8648113,-0.87849027,-1.0820519,-0.95350415,1.0826617,-1.0560393,0.71176165,-1.0758272,-0.20711991,-0.35629776,6.0
-1.2390293,-0.2507678,0.0,7.775732,-0.24707179,-0.29560864,-0.14569667,0.37808573,-0.14526579,-0.43707162,-0.3494985,-0.6189277,-0.5532794,1.5535995,-0.6231369,-0.32871455,-0.621347,-0.08433052,0.1134372,0.0
-0.57860947,-0.79519033,0.0,2.3984332,-0.2361598,-0.27039352,-0.065913774,-0.5453946,-0.1922187,-0.48634565,-0.318628,-0.27319363,-0.43539393,0.8876303,-0.17811418,-0.8226275,-0.4352996,0.060917746,-0.0915495,0.0
-1.5191002,0.21979694,0.0,-0.4468128,-0.16677585,-0.75659585,-0.1766819,0.14579627,-0.012209547,-0.8537337,-0.9648789,-0.78732467,-0.96802664,0.89573145,-0.92220783,0.61423194,-0.93838143,0.61881,-0.35768297,6.0
-1.325668,0.3858682,0.0,-0.4074867,-0.29139763,-0.6469409,-0.12490948,-0.51392716,-0.14293402,-0.89646256,-0.7647636,-0.848122,-0.83241403,0.99684983,-0.6257919,0.15149838,-0.9274408,1.1894768,-0.21135306,0.0
-1.2274648,-0.6356015,0.0,-0.40706733,-0.19638006,0.35104418,-0.07804143,0.09905568,-0.1700694,-0.8168056,-0.9658601,-0.83084977,-0.8609339,0.61093533,-0.73511505,0.62776875,-0.8182143,1.4712095,-0.6285286,2.0
0.89694464,0.97842735,0.0,-0.32378247,-0.19461857,-0.21257804,-0.07963338,-0.09938669,-0.096626185,-0.70808953,-0.6117207,-0.5657054,-0.3043715,0.18514447,-1.4450713,2.1421263,-0.47148857,-0.046257902,2.4887164,3.0
0.5248224,-0.3942018,0.0,-0.41488907,-0.135558,2.687914,0.8296155,-0.5336856,-0.042703476,-0.5539335,-0.5398848,-0.48337585,-0.5467079,-0.05479137,0.1775323,-0.34023252,-0.6051466,0.77331465,-0.4414521,6.0
-0.0037233625,-1.9786451,0.0,-0.3620076,-0.21907322,-0.40088946,-0.11614748,0.16902512,0.04951583,2.779293,2.9316037,2.5016541,2.9764297,-0.592322,0.0847865,0.5680308,2.4158094,-1.6491885,-0.76640266,5.0
1.3077142,-0.71013606,0.0,-0.31757545,-0.17804572,-0.41487992,-0.10268895,-0.42427477,-0.19621548,1.3284642,1.3126417,1.7870809,1.326033,-3.1467147,3.0031056,-1.8273984,1.5979253,-0.30648413,-0.61962724,5.0
-0.29428095,-0.8987605,0.0,2.311601,-0.10769963,-0.49856672,-0.057164308,2.3051813,0.07936416,2.0862849,2.0310614,2.0498705,1.9746283,-1.5986044,1.4722835,-0.6583713,2.0872672,-1.0016379,-0.63086045,5.0
-1.4949529,-1.8484826,0.0,2.4693491,-0.31684983,-0.3089787,-0.17853598,0.009277556,-0.20621218,2.3785255,2.2412474,2.2872727,2.440877,-2.158295,1.4439317,-0.4258816,2.2431154,-1.0793618,-0.6797389,5.0
1.2297146,-1.5048237,0.0,2.3019028,-0.1403414,-0.5052881,-0.030693559,-0.37640762,-0.1034668,1.9359506,1.9295142,2.0369182,2.0944266,-2.4102466,1.6421407,-0.46023446,1.9007988,-0.8245183,-0.65168977,5.0
0.10135445,-0.06489763,0.0,-0.40384305,-0.24795878,3.5534174,0.16797128,-0.5039951,-0.11970155,-0.028940361,-0.07074423,-0.10647405,-0.12371591,0.10919598,0.067415476,-0.2815627,-0.10254346,-0.7109666,-0.49435133,1.0
-0.15502556,2.05669,0.0,2.3678846,-0.2312404,-0.29373667,0.010314767,-0.08856903,-0.08291391,-0.5321516,-0.73525053,-0.7876938,-0.46298668,0.30221352,-1.2575068,1.7996781,-0.5552146,-0.24339077,2.3562028,3.0
0.61052597,-1.2157022,0.0,-0.39952928,-0.10035831,-0.18535006,-0.10670437,-0.36310434,-0.20348614,2.2059872,2.2724905,2.081066,2.2909615,-1.4821337,1.1399302,-0.5400347,2.243192,-1.0810779,-0.627016,5.0
-0.79595107,1.2745153,0.0,-0.33771253,-0.25919637,0.17287046,-0.07884501,0.33495894,-0.18386495,0.7527951,0.5765498,0.6494247,0.47183055,-0.5856322,1.288674,-1.5051715,0.8208307,-0.3788707,-0.42342862,4.0
-0.697698,-0.438007,0.0,2.370853,-0.23092568,-0.30629754,-0.10008675,-0.1695919,-0.10694752,0.82778615,0.82086617,0.7592857,0.5872333,-0.4084549,0.87106806,-0.991089,0.7653891,-0.85909677,-0.46804285,1.0
0.39737198,0.9735894,0.0,-0.40438235,-0.20379679,-0.4663072,-0.08419039,-0.3703487,-0.11495955,-0.7101818,-0.61641943,-0.7434528,-0.47348008,0.35096934,-1.3114663,1.8244209,-0.716743,-0.13998641,2.407312,3.0
