REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN,class
0.81529045,0.8850639,0.0,-0.30442616,-0.14169315,-0.14838074,-0.09033691,0.020885773,-0.15142587,-0.5789545,-0.5068874,-0.65666586,-0.30695385,0.21710795,-1.3720574,1.9585774,-0.4244045,-0.08145759,2.3250284,3.0
-1.3481747,-1.3829618,0.0,-0.37641543,-0.18840393,0.24048844,0.019014036,0.29752994,-0.040541865,-0.4386485,-0.25710645,-0.2247321,-0.47929966,0.7729545,-0.07216014,-0.7326498,-0.4448393,0.15347959,-0.12772274,0.0
-0.696009,0.3458275,0.0,-0.30900678,-0.14662842,-0.48782948,-0.08927376,-0.35479486,-0.08695325,-0.91691923,-0.70419073,-0.94497997,-0.81035465,1.6464506,-0.9986747,0.22959141,-0.8802649,0.58315635,0.60240495,0.0
1.3917043,0.24512035,0.0,2.301308,-0.26142663,0.12357398,-0.09397448,-0.45040143,-0.14419338,-0.5754923,-0.8195576,-0.70649815,-0.82887745,0.14756341,-0.12385611,0.037061285,-0.74904543,0.8686484,-0.47258258,6.0
0.123062685,-0.41485253,0.0,-0.426165,4.3432984,3.2421896,0.28451678,7.2208605,9.012689,0.1963677,-0.065093145,0.26086876,0.086322516,-0.86184764,0.26889667,0.047204737,0.21112931,-0.12769186,-0.64151317,2.0
-1.3344374,-0.49773285,0.0,-0.41654783,-0.27504712,0.18311603,0.12893993,-0.07108782,-0.07948576,-0.9875136,-0.8882085,-0.9546907,-0.86129445,0.59143656,-0.7250493,0.5518068,-0.9226862,1.3203083,-0.6337043,2.0
-1.3923305,0.5318178,0.0,-0.39254782,-0.16971347,-0.54938954,-0.028244292,-0.3935852,-0.15763544,-0.89588284,-0.76024663,-0.81901085,-0.8526009,1.0523423,-0.58185977,0.026749332,-0.78014576,1.3864098,-0.12554248,0.0
-0.8046913,-0.9164802,0.0,-0.42508465,-0.108035654,-0.16556843,-0.20773149,-0.36811578,-0.05973275,2.3786209,2.3429058,2.1166022,2.403783,-1.5115758,1.2604957,-0.46065325,2.1252437,-0.96491677,-0.6230729,5.0
1.006697,0.18624014,0.0,-0.33661637,-0.34149945,-0.745746,-0.20133738,-0.7007505,-0.25799,-1.0293151,-1.0201378,-1.0334142,-1.0179802,1.0745813,-0.81539875,0.69479597,-1.1940218,2.453653,-0.3193491,6.0
-1.1653572,-0.30244842,0.0,-0.3468162,-0.1378184,-0.62612206,-0.17388932,-0.5665914,-0.18696573,-0.5708063,-0.7117659,-0.5126392,-0.6815548,0.067478836,0.08722476,-0.08664533,-0.5428154,0.08248424,-0.40136644,6.0
