REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN,class
-0.86171234,-0.6903901,0.0,5.0951486,-0.15863898,0.6736606,0.20736499,0.066190995,-0.21912782,-0.5194363,-0.20179446,-0.4152322,-0.33438808,0.89893717,0.120010845,-0.73650396,-0.40336102,0.0788955,-0.2776529,0.0
-0.1665989,-1.1939884,0.0,-0.4130573,-0.2896672,-0.57886857,-0.21543927,-0.17282929,-0.15307416,1.9173828,1.8086566,1.8678957,1.8514516,-2.0337176,1.5451585,-0.6179139,1.9511423,-0.8636114,-0.5583024,5.0
-1.1325961,-0.35852692,0.0,-0.22964148,4.39743,8.690602,-0.019158762,6.408418,-0.020740421,0.15450498,0.34042227,0.25097504,0.41423887,-0.87801933,0.81806624,0.0052083926,0.21585661,-0.25069794,-0.5738801,2.0
0.0084024845,0.3310682,0.0,-0.32116735,-0.11614572,-0.691079,-0.014609677,-0.60597205,-0.13801423,-0.95835274,-1.0211248,-1.1097096,-0.93120223,0.8795412,-0.5475245,0.32843694,-0.88760245,1.2958323,-0.4781353,6.0
1.5749619,0.4037055,0.0,-0.27183598,-0.16514616,-0.58636343,-0.032727256,-0.48490405,-0.076911055,-0.8345037,-0.92649114,-0.83235675,-0.98612034,1.4854608,-0.9453516,0.10937129,-0.88579357,1.3536378,0.3596655,0.0
1.588215,-0.8050564,0.0,-0.4522835,-0.2145939,-0.2950475,-0.14098331,0.26641634,-0.02989061,0.013573813,0.16360584,0.18955715,0.03749668,0.30888927,0.19051358,-0.452996,0.09330048,-0.7670523,-0.42209148,1.0
1.1416651,1.1138437,0.0,-0.37156308,-0.22595926,-0.15570912,-0.089503944,0.06628302,-0.038901836,0.2194308,0.33949,0.43271995,0.3328424,-0.21745081,0.71348447,-0.7948497,0.3971129,-0.6130252,-0.3979476,4.0
1.775931,0.6977458,0.0,-0.42629653,-0.22639027,0.72718924,0.09213427,2.9222267,1.9481137,-0.011283434,-0.0257266,0.0051795444,-0.03925413,-0.159208,0.32156965,-0.36509636,0.05257564,-0.6423532,-0.7349947,4.0
-1.2536851,0.97786355,0.0,-0.53187054,-0.18665761,-0.1202789,-0.17155005,-0.23322372,-0.00661794,-0.47374588,-0.3640726,-0.52609277,-0.13229194,0.64016324,-1.6907395,2.1840734,-0.3580068,-0.19958362,2.1940382,3.0
-1.3900409,-0.1552765,0.0,-0.48729628,-0.21520908,-0.46971497,-0.17272277,-0.44046888,-0.12564136,-0.73609984,-0.60025656,-0.79452133,-0.92540187,1.3009062,-0.941169,-0.0397968,-0.74850786,0.68675286,0.09463817,0.0
-0.25342068,-0.13059266,0.0,2.509632,-0.28684273,-0.0990259,-0.13905379,-0.48861155,-0.2198985,0.7297148,0.5211081,0.69949836,0.44403124,-1.2048627,1.1760057,-1.17557,0.8273976,-0.7064369,-0.46866485,1.0
-0.21525915,0.21394168,0.0,-0.33799917,-0.19936323,-0.64687216,-0.14700672,-0.472368,-0.19365484,-0.74579996,-0.8305879,-0.8494363,-0.68240565,0.6039662,-0.5643863,-0.14673802,-0.80955046,1.0787262,-0.26146102,0.0
1.5291305,-0.56811064,0.0,-0.2874841,-0.27124155,0.5452829,0.17662437,-0.5363287,-0.18240081,-0.62675333,-0.69941145,-0.51926154,-0.6844327,0.031089447,0.21025139,-0.16836284,-0.56258965,0.5891507,-0.44308713,6.0
-0.882529,0.3941806,0.0,-0.24228102,-0.048309866,-0.6778734,0.014594487,-0.61736137,-0.08763486,-0.88010323,-0.98030066,-1.0557388,-0.90081525,1.0591465,-0.9453545,0.54604834,-0.8880575,2.5043933,-0.3869969,6.0
1.0517194,0.17060064,0.0,-0.22660227,-0.2374302,-0.31652495,-0.13983425,-0.62751293,-0.1950494,-0.8343948,-0.7292159,-0.80257076,-0.7478646,1.4863478,-1.0188342,0.08820354,-1.0497483,0.37498927,0.34596995,0.0
0.43779323,0.9016835,0.0,-0.36216024,-0.24714312,-0.08932891,0.018902276,4.0869937,0.5127727,0.07263011,0.021545336,0.08438098,0.16237243,-0.45325214,0.016335372,-0.09971503,0.23199822,-0.6473482,-0.6443565,4.0
1.4975498,0.1509116,0.0,-0.393628,-0.25962818,-0.60613555,-0.27836436,-0.43096504,-0.0255714,-1.139045,-0.8609319,-1.0838368,-0.84421617,0.815801,-0.8167892,0.6559194,-1.135114,2.6145048,-0.5053921,2.0
0.6256459,1.1612602,0.0,-0.3918865,-0.18651843,-0.18677884,-0.10382197,1.2544001,0.4602408,-0.23776306,-0.027670065,-0.075227015,-0.24458024,0.44267136,-0.09195094,-0.15606773,-0.2801133,-0.69306475,-0.40587246,4.0
-1.1436642,1.9243723,0.0,-0.35589314,-0.17253757,0.0806457,-0.14474471,-0.14327316,-0.097218186,-0.65349126,-0.66503644,-0.7786061,-0.52745956,0.064932905,-1.1962631,1.6326932,-0.6159234,-0.15687715,2.6810446,3.0
0.016986502,-0.035216674,0.0,-0.20567141,-0.25074682,0.2305523,-0.2820237,4.54966,-0.08239672,0.49537304,0.24566922,0.29647544,0.23899667,-0.011639096,0.38030273,-0.54313254,0.2744497,-1.0100641,-0.296507,1.0
-0.6930932,1.904479,0.0,-0.22336581,-0.14130394,0.2792263,-0.029132763,-0.22578421,-0.13853285,-0.32579195,-0.62292707,-0.7789682,-0.099867,-0.04343527,-1.5994416,2.5703778,-0.2345033,-0.110804126,2.106687,3.0
0.17856081,-0.32779452,0.0,-0.40135565,-0.18651256,-0.44012612,-0.065291956,-0.14133276,-0.06912678,0.75784004,0.67693186,0.6210674,0.5838949,-0.27025405,0.9478268,-1.0375558,0.5012618,-0.69387037,-0.37597975,1.0
-0.48957762,-1.3963188,0.0,-0.50456387,-0.24811955,-0.520279,-0.14422609,-0.3253776,-0.1534497,1.80866,1.7087162,1.8755338,1.8669549,-2.5152025,2.193827,-1.186116,1.9452047,-0.59243876,-0.5647406,5.0
1.5531507,-0.59728074,0.0,-0.3552224,-0.2480538,7.5362606,4.1478534,3.289867,1.4678597,0.033122458,-0.007225146,0.27030647,0.21257223,-1.2200421,1.1866657,-0.31571007,0.029758438,0.039301205,-0.64266354,2.0
1.3086028,0.00785213,0.0,-0.43958792,-0.21616656,-0.21961647,-0.14847697,-0.22020392,-0.1560691,-0.03525745,-0.10671563,0.074100114,-0.1820406,-0.4433739,0.38892177,-0.55022615,-0.028402701,-0.24703471,-0.4130427,1.0
1.4548546,-1.9450378,0.0,-0.23262993,-0.2233482,-0.43334192,0.0799766,-0.36013472,-0.04472253,2.0946558,2.1027272,1.917218,2.352744,-1.8822582,1.2652253,-0.538753,2.1293519,-0.83046883,-0.68539524,5.0
-0.6795753,-1.3672262,0.0,-0.42106792,-0.18350947,-0.2524751,0.042922746,-0.38346368,-0.10482352,1.8106121,1.7780112,1.973886,1.7596538,-2.2036552,2.1974099,-1.2895538,1.8914019,-0.6993018,-0.6477553,5.0
-0.7951885,0.018352669,0.0,-0.36309603,-0.27087277,-0.5182959,-0.15836856,-0.5284455,-0.2610615,-0.953361,-0.8667375,-0.92883015,-1.068424,0.93914354,-1.0292602,0.7681006,-1.2538656,2.0294118,-0.48701733,2.0
1.3282044,-0.5820753,0.0,-0.3295043,-0.15939897,-0.36186674,-0.15082179,-0.32851812,-0.121797726,-0.88000524,-0.89981246,-0.7808089,-0.86061645,0.5999532,-0.5059293,0.46291915,-0.8802286,2.4199448,-0.70068794,2.0
1.2504578,-0.898038,0.0,-0.36658102,-0.1842213,-0.6915599,-0.13867505,-0.5185493,-0.08641638,-0.7531561,-0.808088,-0.71889883,-0.81145245,0.44180986,-0.27598533,0.020709917,-0.6495168,0.87012863,-0.24072659,6.0
-0.4437966,1.3238648,0.0,-0.42684624,-0.18741605,-0.20723811,-0.11207843,-0.35597536,-0.19523914,-0.71062154,-0.46789637,-0.6491592,-0.49638224,0.7485242,-1.602415,2.1389656,-0.69016093,0.2600077,1.936399,3.0
1.4814095,-1.4070505,0.0,-0.4597675,-0.26880318,-0.66528434,-0.12858029,-0.3008192,-0.0108850775,1.7311357,1.5428872,1.9636343,1.3768032,-2.846493,2.6115692,-1.5898988,1.7048645,-0.373706,-0.5728805,5.0
