left_weight,left_distance,right_weight,right_distance,class
0.7256058,0.012681104,-0.08546571,1.3811523,2.0
-1.5426148,1.3119333,0.10287072,-0.4797106,2.0
-0.8441837,-1.0308871,-0.64773184,-1.4325066,1.0
-0.6826666,-0.096107654,-0.79430795,0.030307353,0.0
0.80255306,-0.14790347,0.6477527,-1.4869871,1.0
-0.6023924,-1.4134836,-0.6668188,1.4406546,2.0
-1.3514309,0.73545766,-0.0976246,-0.72452945,2.0
-0.07997751,1.408568,1.3950299,-1.3831291,1.0
0.07372324,-1.4953183,-0.053577483,0.75522476,2.0
0.6814161,-0.123131625,0.57002455,1.433591,2.0
-0.07703258,-1.4417495,-1.4653231,1.361978,2.0
1.4952832,-1.1447827,0.48378694,-0.1195964,2.0
-1.4373212,-0.0104632955,-1.4061106,-0.527713,1.0
0.15760806,-0.57070756,-1.6177326,1.2062864,1.0
1.4172307,0.49631047,1.3943826,-1.3950092,1.0
0.049574465,0.5228639,0.018706031,0.10333167,1.0
1.4103066,0.4453509,-0.79099965,0.65999556,1.0
1.4881653,-1.4461911,-0.9881005,1.3113905,2.0
0.7976321,-1.0289408,1.3488963,0.00041214388,2.0
-0.6581413,-0.8636927,0.6885349,1.4541633,2.0
-0.05227818,1.6214958,-0.788845,-0.07636368,1.0
1.3663075,-0.20130265,1.4123695,-0.63023233,1.0
0.68594354,0.6539944,0.6486425,0.66227484,0.0
0.61619586,-0.22475444,1.3839244,0.73234487,2.0
1.3008983,0.74493384,0.78572816,0.62284964,1.0
-0.76624304,0.59944004,-0.8605974,-0.66326016,1.0
-1.4915264,-0.18820518,-0.6439249,-1.3789693,1.0
-1.4329076,-0.86792254,-1.3927213,-0.09852193,2.0
0.79219484,-1.4238169,0.096139394,1.408366,2.0
1.5259113,-1.4273096,-0.19012286,-1.3865566,1.0
-1.485259,-0.56229526,0.6892664,0.4913153,2.0
1.3325851,0.07104895,1.3890728,0.7286895,2.0
-0.005278086,-1.4470686,-1.3177809,-1.4103326,1.0
0.70882106,0.82811797,-0.18564174,-1.3553704,1.0
0.61323375,-0.30531684,0.6723818,-0.83831966,1.0
1.3123199,1.3169391,1.360614,0.5783016,1.0
0.76348627,0.060779646,-0.6979831,-0.6292084,1.0
0.6990949,0.87395126,-1.4702916,-1.2860627,1.0
0.06418214,-0.12913091,-0.14236388,-0.01728581,0.0
1.4644507,-0.1469561,-1.5364958,1.4395736,1.0
-1.497822,0.62119615,-0.6371277,-1.2790861,1.0
0.84411395,0.12192473,-0.81899214,-1.3880764,1.0
1.467879,0.72340894,0.6648657,1.3707237,0.0
-0.8355846,0.035838835,0.5877592,1.4536195,2.0
0.8251915,-1.4365451,-0.0818323,0.6594369,2.0
-0.039676663,-0.68362755,1.4115608,-0.017143507,2.0
-1.4006547,0.63142985,-1.4320334,-0.03982123,1.0
-0.14928786,0.029221175,1.4316686,-0.69955134,2.0
-1.4884604,1.3500087,1.4520539,0.75286174,2.0
-0.6960725,-0.87655354,-1.3765371,1.3548435,2.0
0.04011592,-1.4616219,1.4376987,0.03356239,2.0
-0.19992423,0.46298388,0.68315053,-0.818653,1.0
1.483455,-0.03460702,-0.80263585,-1.4228231,1.0
-1.4218094,-1.4552484,1.4375786,1.3737837,2.0
0.040166005,0.5994707,0.7356966,0.09074338,0.0
0.07110343,1.4440434,-1.4719021,-1.3286824,1.0
-1.4457716,-1.4878606,-1.4683186,-1.3211893,0.0
1.5495398,-0.09464166,0.7111535,0.78016347,2.0
-0.6902501,0.54023653,-1.3852079,1.3850032,1.0
0.6443612,0.6409398,-0.84047943,0.7037937,1.0
0.8254388,-1.1884122,-1.3883609,-0.22083995,1.0
-0.73005,1.3051813,0.57258415,-1.4117492,1.0
-1.4914322,0.8860333,1.3993652,1.4525079,2.0
-1.3051987,1.3957224,-0.12673421,-0.10503864,2.0
-0.10943927,0.76022583,-0.823893,-1.3994361,1.0
-0.75483716,-0.92318857,-1.4503936,-0.59473026,1.0
1.469777,-0.93917525,-1.4563209,0.00305423,1.0
-0.7737309,-1.4599633,1.3775197,0.7228502,2.0
0.02632698,-0.7279079,-1.426506,0.61920625,1.0
-0.7348899,0.703426,1.3996278,-0.058559004,2.0
-0.83302623,1.397487,0.0032576653,0.701437,2.0
0.6660572,-0.033513095,-0.10541239,-0.16292927,1.0
0.04757791,1.2329015,-1.5578079,1.3977307,1.0
0.03315686,0.6678655,-0.012382897,0.7267152,0.0
0.8815094,-0.64985424,-0.22201975,1.3938532,2.0
-0.008889339,-0.18745367,-1.4912202,0.5945026,1.0
-0.77739286,0.6632701,0.6367509,0.71481144,2.0
0.64199066,-0.26999804,0.12050398,-0.5295527,1.0
1.3630828,-0.67014456,0.61133236,-0.825419,1.0
0.6189425,0.54696614,0.5799633,-0.8273162,1.0
0.057200354,-0.963409,0.5692358,-0.70360076,2.0
1.5174499,-0.5558481,0.5076481,0.59692913,2.0
0.781834,-0.09805672,-1.4654156,-1.4034617,1.0
0.0049281414,-0.5158261,-0.18084185,1.4331124,2.0
1.5219405,-1.1859393,1.1820092,-0.7116224,2.0
-0.046736944,1.2980096,0.037221916,-0.6157278,1.0
-0.66530424,1.2693883,0.7327524,-0.69768035,1.0
0.6141243,1.2279875,-0.80175775,-0.7335327,1.0
0.8749823,-0.6369684,1.4101031,1.4439157,2.0
0.76326305,0.026818106,0.6476615,0.61789316,2.0
0.9182351,-1.2225101,-0.2828264,-0.15110482,2.0
-0.5981944,-1.1870039,0.560274,-0.68226504,2.0
-1.3695356,-0.037692826,-1.4211497,-0.027465994,0.0
1.504453,-0.092642814,1.2803223,-0.04235899,0.0
0.606402,0.6723501,-0.8242295,-0.026848223,1.0
-1.615513,-1.465115,0.65366125,0.6453142,2.0
-0.6266145,0.044283044,-0.8254848,1.3314856,2.0
-0.0039075566,-0.15635154,-0.7757777,-0.6692972,1.0
-0.61633384,0.774287,-1.4834679,-1.4016852,1.0
-1.3762304,-0.57989156,-0.7859064,1.3028289,2.0
1.4164664,0.099104114,1.3591027,1.3969948,2.0
-0.8346785,-0.22006527,1.2986655,-0.0037559448,2.0
-0.13643612,1.231947,-0.7585803,-1.3937556,1.0
0.63932633,1.3780531,-0.011828672,-1.4238672,1.0
0.7499115,0.044595838,-0.7936336,0.037749693,1.0
1.3981266,-1.4634616,1.3753809,1.315335,2.0
-0.7947271,-0.003056636,-1.4049952,0.0005704984,1.0
0.73751044,-1.4290203,1.329238,-0.001856471,2.0
-1.4296016,-1.6120422,1.4368263,-0.6808233,2.0
-0.15467016,-0.37953362,-0.036164023,-1.4072757,1.0
-0.6819213,-0.29539448,-1.4721014,-1.3307812,1.0
-0.70310575,-0.8721055,0.65388846,0.7368609,2.0
0.07900401,-1.5318328,-0.810583,1.4402902,2.0
0.8606246,-1.0293119,-1.4698905,-0.64956975,1.0
-1.3797183,0.4992211,-0.25477594,0.58270884,2.0
-0.85308987,0.76669234,1.3623891,0.7454449,2.0
-0.10242182,0.1425563,0.031051075,1.4000627,2.0
-1.580185,-0.90801597,1.3099285,-1.3965875,2.0
1.3388491,1.4168736,0.6665272,-1.4616829,1.0
0.7783401,-0.66206276,0.85993004,-0.7561017,0.0
-0.72609717,0.80302465,0.5605627,1.4493047,2.0
-1.5282018,-1.0745035,-0.012235406,-1.5449337,2.0
-1.4299109,1.3849841,1.3913853,1.4555843,2.0
0.002314072,0.6108507,1.3723994,0.6846537,2.0
1.3620853,0.6748859,-0.18316771,-1.4388193,1.0
-0.043865938,-1.5403436,-0.75359994,-0.67094785,2.0
-0.728275,0.41362783,0.014210411,-0.83254033,1.0
-0.6307607,-1.4499749,-1.45277,-1.3357977,1.0
