left_weight,left_distance,right_weight,right_distance,class
-0.71623635,-1.4871141,-0.06681928,-0.54235536,2.0
0.33130375,-0.84333456,1.2630402,1.3647561,2.0
-0.327508,-0.8499635,0.11281983,0.68651974,2.0
0.06700634,-1.7435845,-1.4707826,-1.35633,1.0
0.9227596,-0.104880884,-0.9001888,0.47603744,1.0
0.4290598,1.3521868,-1.4666109,0.06364993,1.0
0.71499926,-0.1449783,0.3882153,-0.8496082,1.0
-0.9553436,1.5593696,0.6501349,1.3807119,2.0
-1.0535735,0.7511467,0.6299406,0.68195075,2.0
-0.7632135,-0.032940667,0.64442706,1.3780332,2.0
-0.53641474,0.4045024,-0.9917488,0.57988,0.0
-0.15187952,-1.4853194,-0.7807486,1.4057671,2.0
-1.3999714,-1.3717017,-0.08100662,1.2931174,2.0
0.98690826,-0.14650548,-0.9036996,1.2374222,1.0
-1.4216741,-0.0058058104,-0.51409554,0.10711146,2.0
1.1148738,1.378153,-0.64021444,-0.5416749,1.0
1.587999,-0.14014657,-0.87951666,1.2523773,1.0
1.512726,1.3669366,-0.13809107,1.257401,1.0
-0.6609925,1.5615883,1.5081272,1.3797897,2.0
0.4903964,-1.4912859,-0.06806931,1.4121121,2.0
-0.22598194,-0.6402908,-0.8603708,-1.4003206,1.0
1.3263158,-0.19299702,-0.8972247,0.5344862,1.0
1.2857445,0.66790193,0.39697078,-0.77957547,1.0
-0.055239186,-0.8540438,0.6365249,0.6781796,2.0
-0.39742878,-1.4853977,0.68041325,-0.5229991,2.0
0.43442658,0.41269088,0.60500497,0.09725844,0.0
-0.4746415,0.12156889,0.4043309,-1.5766606,1.0
0.016706124,1.5189494,1.399565,0.6927602,2.0
1.5189939,-0.48399964,0.0011694933,-0.28710252,1.0
0.835637,-0.85310054,1.2263435,1.5010189,2.0
0.8652356,-0.15043336,-0.8916178,-0.1655911,1.0
-0.5848236,1.3739725,-1.4980392,0.4075464,1.0
