left_weight,left_distance,right_weight,right_distance,class
-1.4758397,-1.4844059,-1.4492183,0.8099624,2.0
-0.74190503,0.61149096,-1.4234579,1.3791429,1.0
-0.68395346,0.68594736,-0.8016409,0.7163824,0.0
0.09844155,0.73224115,-0.03101217,-1.4284486,1.0
-1.3723092,-1.6054504,1.3091267,-0.6711226,2.0
-1.2622607,1.4779061,1.271608,-0.8142049,2.0
-1.4676888,-1.4637039,-1.5125833,-0.18230239,2.0
-1.4836973,0.5499711,-1.4984455,-0.08742471,1.0
-1.4318768,0.5518295,1.360878,0.085894585,2.0
-1.4048122,-1.4605095,0.5458127,0.7096175,2.0
1.5087112,-0.7271348,0.6323157,-0.8176014,1.0
-1.5304096,0.031293318,1.3467048,0.6051752,2.0
-1.5065807,0.622315,-0.05597758,-0.7609707,2.0
-1.453083,1.2486941,0.087051146,-0.48604727,2.0
1.3906726,1.2631085,-0.16529688,-1.4061905,1.0
-0.101793386,0.6856522,-0.7784237,0.08348648,1.0
-0.028984757,0.7205855,0.012602603,0.60174876,0.0
0.65326226,0.5591529,-0.14965026,-1.5292326,1.0
0.6490737,0.53850096,0.015666366,-0.6182616,1.0
0.07900754,1.44678,1.3772992,-1.3545355,1.0
-0.7915153,-1.4568623,-0.12101942,-0.66263604,2.0
0.72417146,-1.536064,-0.79971266,-0.6122991,0.0
1.4172212,-0.027712341,1.2431093,1.4351854,2.0
-1.372681,-1.6592581,0.030216306,-1.3085274,2.0
0.09770149,-1.4648083,-1.5270277,1.3156693,2.0
-1.3726797,0.011535531,1.2712913,1.4359813,2.0
-0.692512,1.3517195,-0.7480749,1.3863869,0.0
0.6367609,-0.12027885,0.64903075,1.38089,2.0
-0.0414433,-0.05780734,1.3568748,-1.3757458,1.0
0.06013379,0.59444076,-0.053586684,0.042700622,1.0
-0.66784114,-0.8266356,1.2596924,0.07671395,2.0
-0.019670147,1.2981858,0.0050186897,-1.3780154,1.0
-1.4232999,-0.6523925,1.3692518,0.5883693,2.0
1.4490029,1.3782513,1.3701465,0.6225552,1.0
-0.78829795,1.4341502,0.6339012,-1.3854903,1.0
-0.13017957,-0.73339564,1.3050238,0.01911319,2.0
0.7075062,-0.8112409,-1.435609,-0.6154555,1.0
-1.4236155,-0.8360495,0.5353123,0.72075266,2.0
-1.4676374,-1.4579418,-1.4810655,-1.4886609,0.0
-0.006484304,-0.76258177,0.5074816,1.4673797,2.0
-0.8508247,-0.09050647,0.067999706,-1.3324138,1.0
-1.4971497,0.696555,0.74973506,0.65565175,2.0
0.7916973,0.58015233,-0.77027553,0.67896885,1.0
-0.77016276,1.3268297,-0.1175511,-1.3779618,1.0
1.4590882,-0.16674288,0.63381344,-0.094753556,1.0
-0.49627364,1.5028433,-0.10285824,-0.1433191,1.0
-0.73367906,1.4566079,0.7491375,1.400513,2.0
0.78948796,-0.039769482,1.2424134,0.7109399,2.0
-0.6989346,0.65194285,-0.035905294,-0.66114676,1.0
1.5998068,-1.3642981,0.48624018,-0.7033408,2.0
0.7537454,-0.75500596,-0.16575928,0.77719414,2.0
-1.4365653,0.6453122,-0.8054029,0.070476726,2.0
1.5711386,-0.77213526,-1.4411542,-1.5889596,1.0
0.678359,-1.4595783,-0.8390023,1.2682078,2.0
0.6873242,-0.12454071,-0.13151467,1.4197934,2.0
1.5090634,-1.4563451,1.234355,-0.8049339,2.0
-0.6878067,0.7423327,1.2585032,0.60063934,2.0
-0.10441462,-1.4613459,-1.5260924,-1.3819759,1.0
0.047161974,1.3998715,-0.69507915,1.2904662,1.0
0.12321807,1.4495503,-1.4325169,-1.3364545,1.0
0.7028944,0.01371324,-0.80390424,0.075651325,1.0
0.7239685,-0.83618873,0.6910637,0.57840556,2.0
-0.006772975,0.7243891,-0.8343461,1.2892405,1.0
-0.048992746,-0.043723293,1.4529014,-0.57585365,2.0
1.4690132,-1.461024,0.62746364,-0.18450949,2.0
-0.13494055,-0.16084705,-1.4264413,0.7696896,1.0
-0.12793466,-0.1715355,0.7514641,-1.3349361,1.0
-1.4328519,-1.4742388,0.07015753,-0.17341286,2.0
-1.4359715,1.4303074,1.2904706,1.3885933,2.0
-0.7828226,1.2615594,1.3538027,-1.3498306,1.0
1.4091817,1.3985054,-1.5349603,0.7688227,1.0
-0.7182959,-1.5246121,0.68303984,-0.6504863,2.0
1.3915172,-1.4611272,1.2660584,1.4240426,2.0
1.5560395,-0.836982,-1.4685007,-0.8138431,1.0
-0.6826781,-0.68428445,-1.4769753,-0.16890752,1.0
-0.73064566,-0.09744985,1.2942488,0.72092843,2.0
-0.64179295,-1.4739045,0.055435788,1.3701864,2.0
-1.372562,1.444135,-1.4560447,1.381041,0.0
0.60119,-0.008100351,0.6266494,-0.8138096,1.0
-0.67122936,-0.77351415,-0.7616992,-0.68709373,0.0
0.57419574,0.5592012,-0.7310796,1.4045467,1.0
0.79140913,-0.75272745,1.264932,1.4605954,2.0
-1.4143306,-0.02112654,0.05772268,1.4032154,2.0
-0.73030144,-1.4627879,-0.8317449,1.2616745,2.0
-1.445432,-1.5068012,-1.4427836,1.3873134,2.0
-1.4935472,-0.65376514,0.74472827,-1.323367,2.0
0.70030934,-0.1648692,-1.5162959,0.7773821,1.0
-1.4223481,-0.18375675,-1.5218325,-0.76758635,1.0
0.014433895,0.015915804,-0.80915505,-1.3999087,1.0
1.3911717,1.2673516,1.3752786,-1.3378984,1.0
-0.021378,-0.15874049,-0.8429716,-0.81069934,1.0
-0.8191176,1.2994311,-0.028490864,0.6686239,2.0
1.4500369,-0.80648446,-0.08029518,-0.14202441,1.0
0.81732666,0.7195329,1.2990204,-0.17294317,1.0
1.4488485,-0.07398358,-0.7921335,1.3085233,1.0
-0.7224463,-0.0882883,0.636422,1.451614,2.0
-0.06495535,0.6000322,-0.14215176,1.2966399,2.0
-1.4042819,0.035407156,-1.4883116,0.037605282,0.0
0.7689219,0.5749272,-1.49349,0.59723634,1.0
0.7271458,0.65668064,0.66415966,0.63437146,0.0
-1.5989871,0.5857892,1.3633009,-1.2080519,2.0
-0.012331995,1.3418019,-1.434654,1.3887371,1.0
-1.441085,0.61237544,-0.68197054,-0.6638048,0.0
1.4662036,-0.72650814,0.60087687,0.7676679,2.0
-0.751785,-1.4831233,0.7234409,1.3420612,2.0
1.4838045,1.2999569,-1.4331453,-0.8142726,1.0
0.75629354,0.56361216,-0.7594395,0.13902555,1.0
-0.71152097,-0.7612782,-1.4503958,-0.7655989,1.0
-0.6960488,-0.7072789,-1.3307924,1.3140907,2.0
0.76689434,-1.4603884,-0.8862883,-1.3224323,1.0
-1.4288201,1.471032,-1.4709092,-0.6177064,1.0
1.4106292,0.5935752,-1.532965,1.3643454,1.0
-1.4138342,0.7375696,-0.1463442,1.3918887,2.0
-1.4346336,0.017137134,0.5448674,-0.15314332,2.0
-1.4234357,0.61036634,-1.2858957,1.3109517,2.0
-0.7464248,-0.83432764,-1.4289024,-1.3787836,1.0
1.5398709,1.3360916,0.6335713,-1.341229,1.0
-1.4764267,0.028822005,0.5506495,1.4313734,2.0
0.7925745,0.021213014,-0.1177164,-0.010248611,1.0
-0.77646583,0.5475312,-0.7694161,-0.6803048,1.0
0.07382722,1.4505701,-0.78779584,0.13980897,1.0
